# Capacitor de 0.47 nF en serie con resistencia de 29 kOhm. Frecuencia fija en 1 kHz 
#  Z [Ohm], Fase [°]
2.807690000000000146e+04,-7.243889999999999496e-01
2.807600000000000000e+04,-7.246620000000000283e-01
2.807559999999999854e+04,-7.234410000000000007e-01
2.807509999999999854e+04,-7.261119999999999797e-01
2.807559999999999854e+04,-7.254840000000000177e-01
2.807570000000000073e+04,-7.254209999999999825e-01
2.807620000000000073e+04,-7.246329999999999716e-01
2.807529999999999927e+04,-7.263929999999999554e-01
2.807490000000000146e+04,-7.269860000000000211e-01
2.807600000000000000e+04,-7.273979999999999890e-01
2.807470000000000073e+04,-7.274559999999999915e-01
2.807640000000000146e+04,-7.252669999999999950e-01
2.807679999999999927e+04,-7.262389999999999679e-01
2.807700000000000000e+04,-7.243990000000000151e-01
2.807559999999999854e+04,-7.231959999999999500e-01
2.807540000000000146e+04,-7.233389999999999542e-01
2.807500000000000000e+04,-7.258689999999999864e-01
2.807600000000000000e+04,-7.255749999999999700e-01
2.807590000000000146e+04,-7.253810000000000535e-01
2.807720000000000073e+04,-7.239339999999999664e-01
2.807700000000000000e+04,-7.237780000000000324e-01
2.807550000000000000e+04,-7.266820000000000501e-01
2.807520000000000073e+04,-7.268740000000000201e-01
2.807490000000000146e+04,-7.270489999999999453e-01
2.807700000000000000e+04,-7.264059999999999961e-01
2.807640000000000146e+04,-7.270619999999999861e-01
2.807659999999999854e+04,-7.249459999999999793e-01
2.807729999999999927e+04,-7.250069999999999570e-01
2.807579999999999927e+04,-7.238329999999999487e-01
2.807540000000000146e+04,-7.250450000000000506e-01
2.807509999999999854e+04,-7.268299999999999761e-01
2.807559999999999854e+04,-7.248850000000000016e-01
2.807770000000000073e+04,-7.240729999999999666e-01
2.807679999999999927e+04,-7.240490000000000537e-01
2.807520000000000073e+04,-7.246080000000000298e-01
2.807579999999999927e+04,-7.239999999999999769e-01
2.807459999999999854e+04,-7.273939999999999850e-01
2.807429999999999927e+04,-7.269550000000000178e-01
2.807520000000000073e+04,-7.276399999999999535e-01
2.807600000000000000e+04,-7.258440000000000447e-01
2.807679999999999927e+04,-7.268430000000000168e-01
2.807650000000000000e+04,-7.257390000000000230e-01
2.807550000000000000e+04,-7.253239999999999688e-01
2.807570000000000073e+04,-7.263640000000000096e-01
2.807520000000000073e+04,-7.254709999999999770e-01
2.807670000000000073e+04,-7.255570000000000075e-01
2.807700000000000000e+04,-7.245650000000000146e-01
2.807529999999999927e+04,-7.235479999999999690e-01
2.807679999999999927e+04,-7.247339999999999893e-01
2.807479999999999927e+04,-7.252239999999999798e-01
2.807440000000000146e+04,-7.265139999999999931e-01
2.807509999999999854e+04,-7.275549999999999518e-01
2.807579999999999927e+04,-7.278090000000000392e-01
2.807650000000000000e+04,-7.272239999999999815e-01
2.807640000000000146e+04,-7.247559999999999558e-01
2.807590000000000146e+04,-7.245669999999999611e-01
2.807590000000000146e+04,-7.262089999999999934e-01
2.807550000000000000e+04,-7.257160000000000277e-01
2.807629999999999927e+04,-7.260760000000000547e-01
2.807640000000000146e+04,-7.242699999999999694e-01
2.807670000000000073e+04,-7.255549999999999500e-01
2.807700000000000000e+04,-7.247299999999999853e-01
2.807500000000000000e+04,-7.267169999999999463e-01
2.807459999999999854e+04,-7.258599999999999497e-01
2.807509999999999854e+04,-7.270450000000000523e-01
2.807540000000000146e+04,-7.276550000000000518e-01
2.807640000000000146e+04,-7.272490000000000343e-01
2.807629999999999927e+04,-7.255730000000000235e-01
2.807600000000000000e+04,-7.252990000000000270e-01
2.807550000000000000e+04,-7.253849999999999465e-01
2.807409999999999854e+04,-7.273460000000000480e-01
2.807440000000000146e+04,-7.268670000000000408e-01
2.807600000000000000e+04,-7.260659999999999892e-01
2.807659999999999854e+04,-7.283049999999999802e-01
2.807629999999999927e+04,-7.254129999999999745e-01
2.807600000000000000e+04,-7.236380000000000035e-01
2.807650000000000000e+04,-7.241999999999999549e-01
2.807559999999999854e+04,-7.268299999999999761e-01
2.807490000000000146e+04,-7.246559999999999668e-01
2.807509999999999854e+04,-7.271879999999999455e-01
2.807640000000000146e+04,-7.268890000000000073e-01
2.807620000000000073e+04,-7.254869999999999930e-01
2.807609999999999854e+04,-7.259640000000000537e-01
2.807540000000000146e+04,-7.258299999999999752e-01
2.807470000000000073e+04,-7.260910000000000419e-01
2.807540000000000146e+04,-7.283570000000000322e-01
2.807500000000000000e+04,-7.263680000000000136e-01
2.807629999999999927e+04,-7.258559999999999457e-01
