# Frecuencia [Hz], Z [Ohm], Fase []
1.094890000000000100e+03,3.812960000000000000e+05,-4.503869999999999862e+01
1.115240000000000009e+03,3.785220000000000000e+05,-4.547840000000000060e+01
1.136359999999999900e+03,3.694740000000000000e+05,-4.609749999999999659e+01
1.158299999999999955e+03,3.718170000000000000e+05,-4.707459999999999667e+01
1.181099999999999909e+03,3.691470000000000000e+05,-4.721110000000000184e+01
1.200000000000000000e+03,3.637550000000000000e+05,-4.782509999999999906e+01
1.229509999999999991e+03,3.611040000000000000e+05,-4.844030000000000058e+01
1.244809999999999945e+03,3.575580000000000000e+05,-4.862129999999999797e+01
1.276599999999999909e+03,3.497070000000000000e+05,-4.935710000000000264e+01
1.293099999999999909e+03,3.475620000000000000e+05,-4.963559999999999661e+01
1.321589999999999918e+03,3.434380000000000000e+05,-5.028889999999999816e+01
1.345289999999999964e+03,3.409450000000000000e+05,-5.085360000000000014e+01
1.369859999999999900e+03,3.378950000000000000e+05,-5.141579999999999728e+01
1.401869999999999891e+03,3.316980000000000000e+05,-5.206860000000000355e+01
1.421799999999999955e+03,3.320110000000000000e+05,-5.274750000000000227e+01
1.449279999999999973e+03,3.256200000000000000e+05,-5.314679999999999893e+01
1.477829999999999927e+03,3.231370000000000000e+05,-5.356450000000000244e+01
1.500000000000000000e+03,3.188610000000000000e+05,-5.392990000000000350e+01
1.530609999999999900e+03,3.156690000000000000e+05,-5.464229999999999876e+01
1.554400000000000091e+03,3.116620000000000000e+05,-5.486580000000000013e+01
1.587299999999999955e+03,3.073560000000000000e+05,-5.550730000000000075e+01
1.612900000000000091e+03,3.038720000000000000e+05,-5.572180000000000177e+01
1.648349999999999909e+03,2.996840000000000000e+05,-5.638519999999999754e+01
1.685390000000000100e+03,2.951750000000000000e+05,-5.672420000000000329e+01
1.714289999999999964e+03,2.923340000000000000e+05,-5.710329999999999728e+01
1.734099999999999909e+03,2.891780000000000000e+05,-5.745729999999999649e+01
1.785710000000000036e+03,2.829240000000000000e+05,-5.751709999999999923e+01
1.818180000000000064e+03,2.804770000000000000e+05,-5.877270000000000039e+01
1.840490000000000009e+03,2.784780000000000000e+05,-5.871779999999999688e+01
1.875000000000000000e+03,2.731530000000000000e+05,-5.899940000000000140e+01
1.923079999999999927e+03,2.675690000000000000e+05,-5.969480000000000075e+01
1.948049999999999955e+03,2.644590000000000000e+05,-6.003410000000000224e+01
1.973680000000000064e+03,2.636850000000000000e+05,-6.029209999999999781e+01
2.013420000000000073e+03,2.598880000000000000e+05,-6.102629999999999910e+01
2.054789999999999964e+03,2.547660000000000000e+05,-6.119200000000000017e+01
2.097900000000000091e+03,2.498840000000000000e+05,-6.175659999999999883e+01
2.142860000000000127e+03,2.486560000000000000e+05,-6.240959999999999752e+01
2.173909999999999854e+03,2.439230000000000000e+05,-6.261330000000000240e+01
2.205880000000000109e+03,2.402990000000000000e+05,-6.289900000000000091e+01
2.272730000000000018e+03,2.352910000000000000e+05,-6.360679999999999978e+01
2.307690000000000055e+03,2.329180000000000000e+05,-6.400820000000000221e+01
2.343750000000000000e+03,2.294200000000000000e+05,-6.414319999999999311e+01
2.380949999999999818e+03,2.267330000000000000e+05,-6.460670000000000357e+01
2.419349999999999909e+03,2.234000000000000000e+05,-6.494280000000000541e+01
2.500000000000000000e+03,2.179970000000000000e+05,-6.612229999999999563e+01
2.542369999999999891e+03,2.150540000000000000e+05,-6.614470000000000027e+01
2.564099999999999909e+03,2.143710000000000000e+05,-6.693859999999999388e+01
2.631579999999999927e+03,2.091590000000000000e+05,-6.644129999999999825e+01
2.678570000000000164e+03,2.053720000000000000e+05,-6.661260000000000048e+01
2.702699999999999818e+03,2.033720000000000000e+05,-6.685800000000000409e+01
2.752289999999999964e+03,2.004340000000000000e+05,-6.726940000000000452e+01
2.830190000000000055e+03,1.955890000000000000e+05,-6.778889999999999816e+01
2.857139999999999873e+03,1.949310000000000000e+05,-6.766910000000000025e+01
2.912619999999999891e+03,1.910830000000000000e+05,-6.804540000000000077e+01
3.000000000000000000e+03,1.865120000000000000e+05,-6.877809999999999491e+01
3.030300000000000182e+03,1.845730000000000000e+05,-6.907269999999999754e+01
3.092780000000000200e+03,1.816400000000000000e+05,-6.920759999999999934e+01
3.157889999999999873e+03,1.773900000000000000e+05,-6.952930000000000632e+01
3.260869999999999891e+03,1.732250000000000000e+05,-7.008910000000000196e+01
3.296699999999999818e+03,1.713000000000000000e+05,-7.041759999999999309e+01
3.409090000000000146e+03,1.668650000000000000e+05,-7.093640000000000612e+01
3.488369999999999891e+03,1.634340000000000000e+05,-7.129000000000000625e+01
3.529409999999999854e+03,1.614920000000000000e+05,-7.148069999999999879e+01
3.658539999999999964e+03,1.559100000000000000e+05,-7.229439999999999600e+01
3.703699999999999818e+03,1.544800000000000000e+05,-7.204739999999999611e+01
3.846150000000000091e+03,1.497060000000000000e+05,-7.255419999999999447e+01
3.896099999999999909e+03,1.477800000000000000e+05,-7.292230000000000700e+01
4.000000000000000000e+03,1.437930000000000000e+05,-7.311109999999999332e+01
4.166670000000000073e+03,1.390810000000000000e+05,-7.396040000000000703e+01
4.225350000000000364e+03,1.371750000000000000e+05,-7.394989999999999952e+01
4.411760000000000218e+03,1.317230000000000000e+05,-7.470170000000000243e+01
4.477609999999999673e+03,1.302180000000000000e+05,-7.513920000000000243e+01
4.615380000000000109e+03,1.268060000000000000e+05,-7.546519999999999584e+01
4.761899999999999636e+03,1.231020000000000000e+05,-7.558480000000000132e+01
4.918029999999999745e+03,1.195340000000000000e+05,-7.608140000000000214e+01
5.172409999999999854e+03,1.139800000000000000e+05,-7.670910000000000650e+01
5.357140000000000327e+03,1.102470000000000000e+05,-7.684329999999999927e+01
5.555560000000000400e+03,1.065930000000000000e+05,-7.736450000000000671e+01
5.769229999999999563e+03,1.028700000000000000e+05,-7.778740000000000521e+01
5.882350000000000364e+03,1.009420000000000000e+05,-7.806680000000000064e+01
6.250000000000000000e+03,9.536869999999999709e+04,-7.865420000000000300e+01
6.521739999999999782e+03,9.131650000000000000e+04,-7.889100000000000534e+01
6.818180000000000291e+03,8.749919999999999709e+04,-7.923300000000000409e+01
6.976739999999999782e+03,8.564719999999999709e+04,-7.947650000000000148e+01
7.317069999999999709e+03,8.206969999999999709e+04,-7.973980000000000246e+01
7.894739999999999782e+03,7.607969999999999709e+04,-8.034409999999999741e+01
8.333329999999999927e+03,7.229119999999999709e+04,-8.063060000000000116e+01
8.823530000000000655e+03,6.838739999999999418e+04,-8.115609999999999502e+01
9.375000000000000000e+03,6.450219999999999709e+04,-8.149710000000000321e+01
1.000000000000000000e+04,6.062850000000000000e+04,-8.196059999999999945e+01
1.034479999999999927e+04,5.866430000000000291e+04,-8.205500000000000682e+01
1.111110000000000036e+04,5.474769999999999709e+04,-8.242489999999999384e+01
1.200000000000000000e+04,5.078309999999999854e+04,-8.270090000000000430e+01
1.363639999999999964e+04,4.481109999999999854e+04,-8.322780000000000200e+01
1.428570000000000073e+04,4.282869999999999709e+04,-8.340810000000000457e+01
1.666670000000000073e+04,3.679450000000000000e+04,-8.383490000000000464e+01
1.875000000000000000e+04,3.278159999999999854e+04,-8.407189999999999941e+01
2.000000000000000000e+04,3.080440000000000146e+04,-8.420650000000000546e+01
2.307690000000000146e+04,2.678429999999999927e+04,-8.446720000000000539e+01
2.727270000000000073e+04,2.272090000000000146e+04,-8.457510000000000616e+01
2.857140000000000146e+04,2.170950000000000000e+04,-8.459780000000000655e+01
3.157890000000000146e+04,1.968390000000000146e+04,-8.460360000000000014e+01
3.529409999999999854e+04,1.764500000000000000e+04,-8.458839999999999293e+01
4.000000000000000000e+04,1.561329999999999927e+04,-8.442449999999999477e+01
4.615380000000000291e+04,1.357729999999999927e+04,-8.427880000000000393e+01
5.217390000000000146e+04,1.205150000000000000e+04,-8.402760000000000673e+01
6.000000000000000000e+04,1.051560000000000036e+04,-8.367570000000000618e+01
6.666669999999999709e+04,9.490559999999999491e+03,-8.338899999999999579e+01
7.058819999999999709e+04,8.979799999999999272e+03,-8.319679999999999609e+01
8.000000000000000000e+04,7.960699999999999818e+03,-8.275039999999999907e+01
1.000000000000000000e+05,6.423489999999999782e+03,-8.169799999999999329e+01
1.090910000000000000e+05,5.912560000000000400e+03,-8.122199999999999420e+01
1.200000000000000000e+05,5.401289999999999964e+03,-8.066160000000000707e+01
1.333330000000000000e+05,4.890899999999999636e+03,-7.999389999999999645e+01
1.411760000000000000e+05,4.635479999999999563e+03,-7.960160000000000480e+01
1.600000000000000000e+05,4.126369999999999891e+03,-7.865680000000000405e+01
1.846150000000000000e+05,3.617539999999999964e+03,-7.747050000000000125e+01
