# Frecuencia [Hz], Z [Ohm], Fase []
2.283110000000000070e+02,5.849420000000000000e+05,-1.391479999999999961e+01
2.323779999999999859e+02,5.778640000000000000e+05,-1.433319999999999972e+01
2.369670000000000130e+02,5.835690000000000000e+05,-1.448930000000000007e+01
2.413520000000000039e+02,5.759560000000000000e+05,-1.468159999999999954e+01
2.456999999999999886e+02,5.843690000000000000e+05,-1.545069999999999943e+01
2.504170000000000016e+02,5.875510000000000000e+05,-1.504219999999999935e+01
2.548849999999999909e+02,5.895440000000000000e+05,-1.578279999999999994e+01
2.597400000000000091e+02,5.686500000000000000e+05,-1.524479999999999968e+01
2.645500000000000114e+02,5.795140000000000000e+05,-1.665840000000000032e+01
2.695419999999999732e+02,5.814170000000000000e+05,-1.654739999999999966e+01
2.747250000000000227e+02,5.836090000000000000e+05,-1.617869999999999919e+01
2.798509999999999991e+02,5.916050000000000000e+05,-1.599929999999999986e+01
2.848999999999999773e+02,5.782190000000000000e+05,-1.600000000000000000e+01
2.901349999999999909e+02,5.913420000000000000e+05,-1.712190000000000012e+01
2.955659999999999741e+02,5.867950000000000000e+05,-1.720739999999999981e+01
3.012049999999999841e+02,5.853730000000000000e+05,-1.656559999999999988e+01
3.064350000000000023e+02,5.872910000000000000e+05,-1.869129999999999825e+01
3.125000000000000000e+02,5.885650000000000000e+05,-1.824070000000000036e+01
3.184710000000000036e+02,5.655290000000000000e+05,-1.820019999999999882e+01
3.239739999999999895e+02,5.759680000000000000e+05,-1.849729999999999919e+01
3.300330000000000155e+02,5.815160000000000000e+05,-1.960559999999999903e+01
3.359460000000000264e+02,5.873100000000000000e+05,-2.004360000000000142e+01
3.428570000000000277e+02,5.779710000000000000e+05,-2.002230000000000132e+01
3.488369999999999891e+02,5.765810000000000000e+05,-2.095329999999999870e+01
3.554499999999999886e+02,5.813490000000000000e+05,-2.113550000000000040e+01
3.623190000000000168e+02,5.822090000000000000e+05,-2.157999999999999829e+01
3.685500000000000114e+02,5.823770000000000000e+05,-2.298029999999999973e+01
3.754689999999999941e+02,5.761500000000000000e+05,-2.279960000000000164e+01
3.826530000000000200e+02,5.794050000000000000e+05,-2.314649999999999963e+01
3.896100000000000136e+02,5.723170000000000000e+05,-2.277080000000000126e+01
3.968249999999999886e+02,5.571140000000000000e+05,-2.246270000000000167e+01
4.048580000000000041e+02,5.571750000000000000e+05,-2.368830000000000169e+01
4.120880000000000223e+02,5.615600000000000000e+05,-2.372609999999999886e+01
4.195799999999999841e+02,5.606080000000000000e+05,-2.463589999999999947e+01
4.273500000000000227e+02,5.514660000000000000e+05,-2.469200000000000017e+01
4.360470000000000255e+02,5.617590000000000000e+05,-2.506550000000000011e+01
4.431309999999999718e+02,5.561900000000000000e+05,-2.572739999999999938e+01
4.518070000000000164e+02,5.585500000000000000e+05,-2.564310000000000045e+01
4.608290000000000077e+02,5.559270000000000000e+05,-2.583070000000000022e+01
4.687500000000000000e+02,5.424760000000000000e+05,-2.580709999999999837e+01
4.777069999999999936e+02,5.384210000000000000e+05,-2.651630000000000109e+01
4.870129999999999768e+02,5.518560000000000000e+05,-2.672729999999999961e+01
4.950489999999999782e+02,5.478930000000000000e+05,-2.755949999999999989e+01
5.050509999999999877e+02,5.457620000000000000e+05,-2.791199999999999903e+01
5.145800000000000409e+02,5.327520000000000000e+05,-2.870700000000000074e+01
5.235599999999999454e+02,5.455630000000000000e+05,-2.984750000000000014e+01
5.338079999999999927e+02,5.435620000000000000e+05,-3.001859999999999928e+01
5.434779999999999518e+02,5.415950000000000000e+05,-2.994419999999999860e+01
5.545289999999999964e+02,5.201280000000000000e+05,-3.043280000000000030e+01
5.649719999999999800e+02,5.221580000000000000e+05,-3.013909999999999911e+01
5.747129999999999654e+02,5.154100000000000000e+05,-3.098199999999999932e+01
5.847949999999999591e+02,5.129440000000000000e+05,-3.160089999999999932e+01
5.952380000000000564e+02,5.124850000000000000e+05,-3.240970000000000084e+01
6.072870000000000346e+02,5.142900000000000000e+05,-3.347720000000000340e+01
6.198350000000000364e+02,5.022240000000000000e+05,-3.328880000000000194e+01
6.302519999999999527e+02,5.070690000000000000e+05,-3.353300000000000125e+01
6.423980000000000246e+02,5.045500000000000000e+05,-3.430060000000000286e+01
6.550220000000000482e+02,5.009740000000000000e+05,-3.471719999999999828e+01
6.651879999999999882e+02,4.972060000000000000e+05,-3.560589999999999833e+01
6.787329999999999472e+02,4.983610000000000000e+05,-3.524360000000000070e+01
6.896549999999999727e+02,4.906410000000000000e+05,-3.591380000000000194e+01
7.025760000000000218e+02,4.837140000000000000e+05,-3.621589999999999776e+01
7.159900000000000091e+02,4.811400000000000000e+05,-3.706119999999999948e+01
7.299270000000000209e+02,4.772420000000000000e+05,-3.753020000000000067e+01
7.425739999999999554e+02,4.758180000000000000e+05,-3.798660000000000281e+01
7.594940000000000282e+02,4.770690000000000000e+05,-3.836780000000000257e+01
7.712079999999999700e+02,4.710100000000000000e+05,-3.854619999999999891e+01
7.853400000000000318e+02,4.751520000000000000e+05,-3.949450000000000216e+01
8.000000000000000000e+02,4.738230000000000000e+05,-4.074549999999999983e+01
8.152169999999999845e+02,4.674620000000000000e+05,-4.065330000000000155e+01
8.333329999999999700e+02,4.646020000000000000e+05,-4.159519999999999840e+01
8.450700000000000500e+02,4.528980000000000000e+05,-4.161129999999999995e+01
8.620689999999999600e+02,4.536680000000000000e+05,-4.241179999999999950e+01
8.771929999999999836e+02,4.523000000000000000e+05,-4.264829999999999899e+01
8.928569999999999709e+02,4.442620000000000000e+05,-4.249549999999999983e+01
9.118540000000000418e+02,4.412780000000000000e+05,-4.357950000000000301e+01
9.316770000000000209e+02,4.412040000000000000e+05,-4.428750000000000142e+01
9.463719999999999573e+02,4.374540000000000000e+05,-4.516640000000000299e+01
9.615380000000000109e+02,4.351080000000000000e+05,-4.515220000000000056e+01
9.803920000000000528e+02,4.284630000000000000e+05,-4.602300000000000324e+01
1.000000000000000000e+03,4.182680000000000000e+05,-4.601579999999999870e+01
1.020409999999999968e+03,4.201550000000000000e+05,-4.643650000000000233e+01
1.038059999999999945e+03,4.103480000000000000e+05,-4.655199999999999960e+01
1.060069999999999936e+03,4.043500000000000000e+05,-4.709040000000000248e+01
1.079140000000000100e+03,4.004430000000000000e+05,-4.728020000000000067e+01
1.094890000000000100e+03,3.974140000000000000e+05,-4.851359999999999673e+01
1.115240000000000009e+03,3.941490000000000000e+05,-4.827810000000000201e+01
1.136359999999999900e+03,3.912230000000000000e+05,-4.929699999999999704e+01
1.158299999999999955e+03,3.883340000000000000e+05,-5.030290000000000106e+01
1.181099999999999909e+03,3.844590000000000000e+05,-5.043719999999999715e+01
1.200000000000000000e+03,3.815090000000000000e+05,-5.087290000000000134e+01
1.229509999999999991e+03,3.755240000000000000e+05,-5.113600000000000279e+01
1.244809999999999945e+03,3.714770000000000000e+05,-5.192360000000000042e+01
1.276599999999999909e+03,3.644970000000000000e+05,-5.237590000000000146e+01
1.293099999999999909e+03,3.611880000000000000e+05,-5.302150000000000318e+01
1.321589999999999918e+03,3.540320000000000000e+05,-5.320089999999999719e+01
1.345289999999999964e+03,3.539660000000000000e+05,-5.411090000000000089e+01
1.369859999999999900e+03,3.490700000000000000e+05,-5.426120000000000232e+01
1.401869999999999891e+03,3.433980000000000000e+05,-5.520640000000000214e+01
1.421799999999999955e+03,3.427050000000000000e+05,-5.524869999999999948e+01
1.449279999999999973e+03,3.357870000000000000e+05,-5.576030000000000086e+01
1.477829999999999927e+03,3.311420000000000000e+05,-5.623490000000000322e+01
1.500000000000000000e+03,3.295170000000000000e+05,-5.714470000000000027e+01
1.530609999999999900e+03,3.227290000000000000e+05,-5.705919999999999703e+01
1.554400000000000091e+03,3.195760000000000000e+05,-5.772690000000000055e+01
1.587299999999999955e+03,3.167380000000000000e+05,-5.813550000000000040e+01
1.612900000000000091e+03,3.139110000000000000e+05,-5.903000000000000114e+01
1.648349999999999909e+03,3.092590000000000000e+05,-5.944360000000000355e+01
1.685390000000000100e+03,3.034220000000000000e+05,-6.042320000000000135e+01
1.714289999999999964e+03,3.003850000000000000e+05,-6.013419999999999987e+01
1.734099999999999909e+03,2.978070000000000000e+05,-6.049430000000000263e+01
1.785710000000000036e+03,2.901740000000000000e+05,-6.145669999999999789e+01
1.818180000000000064e+03,2.865710000000000000e+05,-6.117900000000000205e+01
1.840490000000000009e+03,2.847620000000000000e+05,-6.221020000000000039e+01
1.875000000000000000e+03,2.822460000000000000e+05,-6.224499999999999744e+01
1.923079999999999927e+03,2.744510000000000000e+05,-6.260000000000000142e+01
1.948049999999999955e+03,2.709400000000000000e+05,-6.287429999999999808e+01
1.973680000000000064e+03,2.689970000000000000e+05,-6.372209999999999752e+01
2.013420000000000073e+03,2.646330000000000000e+05,-6.342029999999999745e+01
2.054789999999999964e+03,2.599020000000000000e+05,-6.343229999999999791e+01
2.097900000000000091e+03,2.533500000000000000e+05,-6.343209999999999837e+01
2.142860000000000127e+03,2.527980000000000000e+05,-6.563290000000000646e+01
2.173909999999999854e+03,2.494210000000000000e+05,-6.579670000000000130e+01
2.205880000000000109e+03,2.471470000000000000e+05,-6.616530000000000200e+01
2.272730000000000018e+03,2.386640000000000000e+05,-6.506980000000000075e+01
2.307690000000000055e+03,2.352480000000000000e+05,-6.612179999999999325e+01
2.343750000000000000e+03,2.326060000000000000e+05,-6.600579999999999359e+01
2.380949999999999818e+03,2.309480000000000000e+05,-6.733950000000000102e+01
2.419349999999999909e+03,2.280140000000000000e+05,-6.742029999999999745e+01
2.500000000000000000e+03,2.220240000000000000e+05,-6.850499999999999545e+01
2.542369999999999891e+03,2.189460000000000000e+05,-6.890070000000000050e+01
2.564099999999999909e+03,2.160420000000000000e+05,-6.891079999999999472e+01
2.631579999999999927e+03,2.122370000000000000e+05,-6.925820000000000221e+01
2.678570000000000164e+03,2.083150000000000000e+05,-6.960689999999999600e+01
2.702699999999999818e+03,2.052230000000000000e+05,-6.901749999999999829e+01
2.752289999999999964e+03,2.035510000000000000e+05,-6.976510000000000389e+01
2.830190000000000055e+03,1.989850000000000000e+05,-7.037130000000000507e+01
2.857139999999999873e+03,1.973780000000000000e+05,-7.056799999999999784e+01
2.912619999999999891e+03,1.926170000000000000e+05,-7.019570000000000221e+01
3.000000000000000000e+03,1.880120000000000000e+05,-7.076739999999999498e+01
3.030300000000000182e+03,1.856990000000000000e+05,-7.065149999999999864e+01
3.092780000000000200e+03,1.833220000000000000e+05,-7.108719999999999573e+01
3.157889999999999873e+03,1.796210000000000000e+05,-7.104259999999999309e+01
3.260869999999999891e+03,1.738470000000000000e+05,-7.181459999999999866e+01
3.296699999999999818e+03,1.724780000000000000e+05,-7.181159999999999854e+01
3.409090000000000146e+03,1.670860000000000000e+05,-7.224800000000000466e+01
3.488369999999999891e+03,1.635130000000000000e+05,-7.254739999999999611e+01
3.529409999999999854e+03,1.617510000000000000e+05,-7.266970000000000596e+01
3.658539999999999964e+03,1.567660000000000000e+05,-7.357729999999999393e+01
3.703699999999999818e+03,1.550310000000000000e+05,-7.363259999999999650e+01
3.846150000000000091e+03,1.504620000000000000e+05,-7.461419999999999675e+01
3.896099999999999909e+03,1.476810000000000000e+05,-7.394119999999999493e+01
4.000000000000000000e+03,1.445670000000000000e+05,-7.420170000000000243e+01
4.166670000000000073e+03,1.393110000000000000e+05,-7.560229999999999961e+01
4.225350000000000364e+03,1.371750000000000000e+05,-7.535880000000000223e+01
4.411760000000000218e+03,1.320320000000000000e+05,-7.585660000000000025e+01
4.477609999999999673e+03,1.306650000000000000e+05,-7.602670000000000528e+01
4.615380000000000109e+03,1.265500000000000000e+05,-7.639069999999999538e+01
4.761899999999999636e+03,1.229170000000000000e+05,-7.662909999999999400e+01
4.918029999999999745e+03,1.191910000000000000e+05,-7.707280000000000086e+01
5.172409999999999854e+03,1.138030000000000000e+05,-7.744580000000000553e+01
5.357140000000000327e+03,1.100280000000000000e+05,-7.787630000000000052e+01
5.555560000000000400e+03,1.065950000000000000e+05,-7.864239999999999498e+01
5.769229999999999563e+03,1.029030000000000000e+05,-7.864839999999999520e+01
5.882350000000000364e+03,1.006880000000000000e+05,-7.886679999999999779e+01
6.250000000000000000e+03,9.507069999999999709e+04,-7.926579999999999870e+01
6.521739999999999782e+03,9.136489999999999418e+04,-7.944060000000000343e+01
6.818180000000000291e+03,8.745650000000000000e+04,-7.987649999999999295e+01
6.976739999999999782e+03,8.536630000000000291e+04,-8.010360000000000014e+01
7.317069999999999709e+03,8.168960000000000582e+04,-8.038809999999999434e+01
7.894739999999999782e+03,7.601489999999999418e+04,-8.102639999999999532e+01
8.333329999999999927e+03,7.201250000000000000e+04,-8.127570000000000050e+01
8.823530000000000655e+03,6.824910000000000582e+04,-8.162160000000000082e+01
9.375000000000000000e+03,6.442509999999999854e+04,-8.194519999999999982e+01
1.000000000000000000e+04,6.042009999999999854e+04,-8.233650000000000091e+01
1.034479999999999927e+04,5.846350000000000000e+04,-8.237600000000000477e+01
1.111110000000000036e+04,5.452559999999999854e+04,-8.299190000000000111e+01
1.200000000000000000e+04,5.052450000000000000e+04,-8.318040000000000589e+01
1.363639999999999964e+04,4.462759999999999854e+04,-8.352320000000000277e+01
1.428570000000000073e+04,4.268800000000000000e+04,-8.368999999999999773e+01
1.666670000000000073e+04,3.665680000000000291e+04,-8.402230000000000132e+01
1.875000000000000000e+04,3.268309999999999854e+04,-8.445569999999999311e+01
2.000000000000000000e+04,3.067640000000000146e+04,-8.450239999999999441e+01
2.307690000000000146e+04,2.667340000000000146e+04,-8.462569999999999482e+01
2.727270000000000073e+04,2.264090000000000146e+04,-8.473879999999999768e+01
2.857140000000000146e+04,2.163459999999999854e+04,-8.481820000000000448e+01
3.157890000000000146e+04,1.960009999999999854e+04,-8.472929999999999495e+01
3.529409999999999854e+04,1.757700000000000000e+04,-8.467810000000000059e+01
4.000000000000000000e+04,1.555360000000000036e+04,-8.455079999999999529e+01
4.615380000000000291e+04,1.352139999999999964e+04,-8.436700000000000443e+01
5.217390000000000146e+04,1.199370000000000073e+04,-8.411069999999999425e+01
6.000000000000000000e+04,1.047060000000000036e+04,-8.376839999999999975e+01
6.666669999999999709e+04,9.451899999999999636e+03,-8.344360000000000355e+01
7.058819999999999709e+04,8.946110000000000582e+03,-8.328480000000000416e+01
8.000000000000000000e+04,7.924420000000000073e+03,-8.280429999999999779e+01
1.000000000000000000e+05,6.396069999999999709e+03,-8.168380000000000507e+01
1.090910000000000000e+05,5.886029999999999745e+03,-8.119419999999999504e+01
1.200000000000000000e+05,5.378239999999999782e+03,-8.062460000000000093e+01
1.333330000000000000e+05,4.869710000000000036e+03,-7.991259999999999764e+01
1.411760000000000000e+05,4.615020000000000437e+03,-7.950759999999999650e+01
1.600000000000000000e+05,4.106989999999999782e+03,-7.854500000000000171e+01
1.846150000000000000e+05,3.601800000000000182e+03,-7.732439999999999714e+01
