Model,DPO3034
Firmware Version,2.16

Point Format,Y,
-3.2440e-03,-0.04,0.02
-3.2400e-03,0.04,0
-3.2360e-03,0.08,-0.02
-3.2320e-03,0.08,0
-3.2280e-03,0.08,0
-3.2240e-03,0,0
-3.2200e-03,0.12,-0.02
-3.2160e-03,0.08,0
-3.2120e-03,0.04,0.02
-3.2080e-03,0.08,-0.02
-3.2040e-03,0.04,-0.02
-3.2000e-03,0.08,0
-3.1960e-03,0,0
-3.1920e-03,0,-0.02
-3.1880e-03,0.08,0.02
-3.1840e-03,0.04,0
-3.1800e-03,0,-0.04
-3.1760e-03,0.12,-0.04
-3.1720e-03,0.04,-0.02
-3.1680e-03,0.08,0
-3.1640e-03,0.08,0
-3.1600e-03,0,-0.06
-3.1560e-03,0,0
-3.1520e-03,0.04,-0.02
-3.1480e-03,0.04,-0.02
-3.1440e-03,0.08,-0.02
-3.1400e-03,0,-0.02
-3.1360e-03,-0.04,0.02
-3.1320e-03,0.04,-0.02
-3.1280e-03,0,-0.02
-3.1240e-03,0.08,0.02
-3.1200e-03,0.08,0
-3.1160e-03,0,-0.04
-3.1120e-03,0,-0.02
-3.1080e-03,0.12,-0.02
-3.1040e-03,0.12,-0.04
-3.1000e-03,0.04,0
-3.0960e-03,0,-0.02
-3.0920e-03,0.08,-0.04
-3.0880e-03,0.12,-0.04
-3.0840e-03,0.12,0
-3.0800e-03,0.08,0
-3.0760e-03,0.12,-0.02
-3.0720e-03,0,-0.02
-3.0680e-03,0,-0.02
-3.0640e-03,0.08,-0.02
-3.0600e-03,0.04,0.02
-3.0560e-03,0,-0.02
-3.0520e-03,0.04,0
-3.0480e-03,0.12,-0.02
-3.0440e-03,0.04,-0.04
-3.0400e-03,0.08,-0.04
-3.0360e-03,0.08,-0.04
-3.0320e-03,0.12,-0.04
-3.0280e-03,0.08,0
-3.0240e-03,0.08,-0.04
-3.0200e-03,0.08,0
-3.0160e-03,0,0.02
-3.0120e-03,0.08,0
-3.0080e-03,0.12,-0.02
-3.0040e-03,0,-0.02
-3.0000e-03,0.04,0
-2.9960e-03,0.08,-0.02
-2.9920e-03,-0.04,-0.04
-2.9880e-03,0.08,-0.02
-2.9840e-03,0.04,-0.02
-2.9800e-03,0.04,0.02
-2.9760e-03,0.12,-0.02
-2.9720e-03,0.04,-0.02
-2.9680e-03,0.12,0
-2.9640e-03,0.04,-0.02
-2.9600e-03,0.08,-0.04
-2.9560e-03,0.12,-0.02
-2.9520e-03,0.04,0
-2.9480e-03,0.04,-0.02
-2.9440e-03,0.12,0
-2.9400e-03,0.12,-0.04
-2.9360e-03,0.08,0
-2.9320e-03,0.04,0
-2.9280e-03,0.04,-0.02
-2.9240e-03,0.12,-0.02
-2.9200e-03,0.04,0
-2.9160e-03,0.08,-0.02
-2.9120e-03,0.04,-0.02
-2.9080e-03,0.12,-0.04
-2.9040e-03,0.12,-0.04
-2.9000e-03,0.12,0
-2.8960e-03,0.08,0
-2.8920e-03,0.08,0.02
-2.8880e-03,0.04,-0.02
-2.8840e-03,0.08,-0.02
-2.8800e-03,0.04,-0.02
-2.8760e-03,0.08,0.02
-2.8720e-03,0.08,0.02
-2.8680e-03,0.04,-0.02
-2.8640e-03,0.08,0
-2.8600e-03,0.08,0
-2.8560e-03,0.08,-0.02
-2.8520e-03,0.04,-0.02
-2.8480e-03,0.04,-0.04
-2.8440e-03,0.08,-0.02
-2.8400e-03,0.04,0
-2.8360e-03,0.04,0
-2.8320e-03,0.12,-0.04
-2.8280e-03,0.16,0
-2.8240e-03,0.08,-0.04
-2.8200e-03,-0.04,0
-2.8160e-03,0,-0.02
-2.8120e-03,0.04,-0.02
-2.8080e-03,0.04,-0.02
-2.8040e-03,0,-0.02
-2.8000e-03,0.12,-0.02
-2.7960e-03,0.04,0
-2.7920e-03,0.04,0
-2.7880e-03,0.04,0.04
-2.7840e-03,0.04,-0.02
-2.7800e-03,0.04,-0.02
-2.7760e-03,0.08,0
-2.7720e-03,0.04,0.02
-2.7680e-03,0.08,0
-2.7640e-03,0.04,-0.02
-2.7600e-03,0.12,0
-2.7560e-03,0.04,0
-2.7520e-03,0.08,0
-2.7480e-03,0,-0.02
-2.7440e-03,0.04,-0.02
-2.7400e-03,0.12,-0.04
-2.7360e-03,0,0
-2.7320e-03,0,-0.02
-2.7280e-03,0.08,-0.02
-2.7240e-03,0,0.02
-2.7200e-03,0.04,-0.06
-2.7160e-03,0,0
-2.7120e-03,0.04,-0.02
-2.7080e-03,0.08,0
-2.7040e-03,0.12,-0.02
-2.7000e-03,0.08,0.02
-2.6960e-03,-0.04,0.04
-2.6920e-03,0.08,0
-2.6880e-03,0.04,0.02
-2.6840e-03,0.2,0
-2.6800e-03,0.08,-0.04
-2.6760e-03,0.04,-0.04
-2.6720e-03,0,0
-2.6680e-03,0.08,-0.02
-2.6640e-03,0.08,0
-2.6600e-03,0.12,0
-2.6560e-03,0.08,0.02
-2.6520e-03,0.12,-0.02
-2.6480e-03,0.08,-0.02
-2.6440e-03,0.08,0.02
-2.6400e-03,0.08,0.02
-2.6360e-03,0.04,0
-2.6320e-03,0.08,-0.02
-2.6280e-03,0,-0.02
-2.6240e-03,0.08,0
-2.6200e-03,0.04,0.02
-2.6160e-03,0.04,0
-2.6120e-03,0.04,-0.02
-2.6080e-03,0.12,-0.02
-2.6040e-03,0,0.02
-2.6000e-03,0,-0.02
-2.5960e-03,0.12,0
-2.5920e-03,0.08,-0.04
-2.5880e-03,0.08,0
-2.5840e-03,0.08,0
-2.5800e-03,0,-0.04
-2.5760e-03,0.04,0.02
-2.5720e-03,0.08,0.02
-2.5680e-03,0.04,-0.02
-2.5640e-03,0.04,0
-2.5600e-03,0.08,0.02
-2.5560e-03,0,0.02
-2.5520e-03,0,0
-2.5480e-03,0.04,-0.02
-2.5440e-03,0.08,0
-2.5400e-03,0.08,0
-2.5360e-03,0.16,-0.04
-2.5320e-03,0.08,0.02
-2.5280e-03,0,-0.02
-2.5240e-03,0.08,-0.04
-2.5200e-03,0.04,-0.02
-2.5160e-03,0,-0.02
-2.5120e-03,0.08,0
-2.5080e-03,0.12,0.02
-2.5040e-03,0.04,-0.02
-2.5000e-03,0.08,0.02
-2.4960e-03,0.04,-0.04
-2.4920e-03,0.04,-0.02
-2.4880e-03,0.12,0.02
-2.4840e-03,0,0
-2.4800e-03,0.08,-0.04
-2.4760e-03,0.08,-0.02
-2.4720e-03,0.12,-0.02
-2.4680e-03,0.12,0
-2.4640e-03,0.04,0
-2.4600e-03,0.12,-0.02
-2.4560e-03,0.12,-0.02
-2.4520e-03,0.04,-0.02
-2.4480e-03,0.08,-0.04
-2.4440e-03,0.08,-0.02
-2.4400e-03,0.08,0
-2.4360e-03,0.08,0
-2.4320e-03,0.08,0
-2.4280e-03,0.08,-0.04
-2.4240e-03,0.08,-0.04
-2.4200e-03,0,0
-2.4160e-03,0,-0.02
-2.4120e-03,0.08,0
-2.4080e-03,0,-0.04
-2.4040e-03,0.04,0.02
-2.4000e-03,0.08,-0.02
-2.3960e-03,0.08,-0.02
-2.3920e-03,0.12,0.02
-2.3880e-03,0.08,0
-2.3840e-03,0.08,0.02
-2.3800e-03,0.04,0.02
-2.3760e-03,0.08,-0.02
-2.3720e-03,0,0
-2.3680e-03,0.08,-0.02
-2.3640e-03,0.08,-0.04
-2.3600e-03,0.08,0
-2.3560e-03,0.04,0.02
-2.3520e-03,0.08,0.02
-2.3480e-03,0.08,0.02
-2.3440e-03,0.08,-0.04
-2.3400e-03,0,-0.02
-2.3360e-03,0.04,0
-2.3320e-03,0.12,0
-2.3280e-03,0.04,0
-2.3240e-03,0.16,-0.02
-2.3200e-03,0,0
-2.3160e-03,0.04,0
-2.3120e-03,0.04,0.02
-2.3080e-03,0.12,-0.04
-2.3040e-03,0.08,-0.02
-2.3000e-03,0,0
-2.2960e-03,0.04,0
-2.2920e-03,0.16,-0.02
-2.2880e-03,0.04,-0.02
-2.2840e-03,0,0
-2.2800e-03,0.08,-0.02
-2.2760e-03,0.04,0
-2.2720e-03,0.12,-0.02
-2.2680e-03,0.12,0.02
-2.2640e-03,0.04,-0.06
-2.2600e-03,0.12,-0.02
-2.2560e-03,0.04,0
-2.2520e-03,0.04,0.02
-2.2480e-03,0,0
-2.2440e-03,0.08,0
-2.2400e-03,0.08,0
-2.2360e-03,0.08,-0.04
-2.2320e-03,0.08,-0.02
-2.2280e-03,0,0
-2.2240e-03,0,-0.02
-2.2200e-03,0.08,0
-2.2160e-03,0.04,-0.02
-2.2120e-03,0.12,0
-2.2080e-03,0.04,0
-2.2040e-03,0.12,-0.02
-2.2000e-03,0,0
-2.1960e-03,0.04,-0.02
-2.1920e-03,0.16,-0.02
-2.1880e-03,0,-0.02
-2.1840e-03,0,0
-2.1800e-03,0,0
-2.1760e-03,0.12,-0.02
-2.1720e-03,0.08,-0.04
-2.1680e-03,0.12,-0.02
-2.1640e-03,0.04,0
-2.1600e-03,0.04,0
-2.1560e-03,0.04,0
-2.1520e-03,0,-0.02
-2.1480e-03,0.04,-0.04
-2.1440e-03,0,0
-2.1400e-03,0,0
-2.1360e-03,0.04,0
-2.1320e-03,0.08,-0.04
-2.1280e-03,0.12,0
-2.1240e-03,0.04,0.04
-2.1200e-03,0.08,0.02
-2.1160e-03,0.16,-0.02
-2.1120e-03,0,0
-2.1080e-03,0.08,-0.04
-2.1040e-03,0,0
-2.1000e-03,0.08,0
-2.0960e-03,0.04,0
-2.0920e-03,0,0
-2.0880e-03,0.08,0
-2.0840e-03,0.04,-0.04
-2.0800e-03,0.12,0.02
-2.0760e-03,0.08,-0.02
-2.0720e-03,0.12,0
-2.0680e-03,0.04,-0.02
-2.0640e-03,0.04,-0.02
-2.0600e-03,0.08,-0.02
-2.0560e-03,0.12,-0.02
-2.0520e-03,0.12,0
-2.0480e-03,0.04,0
-2.0440e-03,0.04,-0.02
-2.0400e-03,-0.04,-0.02
-2.0360e-03,0.08,-0.02
-2.0320e-03,0.12,-0.02
-2.0280e-03,0,0
-2.0240e-03,0.04,-0.02
-2.0200e-03,0.08,0
-2.0160e-03,0.04,-0.04
-2.0120e-03,0.04,0
-2.0080e-03,0.12,0
-2.0040e-03,0.08,0.02
-2.0000e-03,0,-0.02
-1.9960e-03,0.2,-0.04
-1.9920e-03,0.08,-0.02
-1.9880e-03,0.04,0
-1.9840e-03,-0.04,0.02
-1.9800e-03,0.08,-0.02
-1.9760e-03,0.04,-0.02
-1.9720e-03,0,0
-1.9680e-03,0.12,-0.02
-1.9640e-03,0.12,-0.06
-1.9600e-03,0,0
-1.9560e-03,0,0
-1.9520e-03,0.12,0
-1.9480e-03,0.04,0
-1.9440e-03,0,0
-1.9400e-03,0.04,-0.02
-1.9360e-03,0.08,0.02
-1.9320e-03,0.08,-0.04
-1.9280e-03,0.12,-0.02
-1.9240e-03,0.04,-0.02
-1.9200e-03,-0.04,0
-1.9160e-03,0.08,-0.02
-1.9120e-03,0.12,-0.02
-1.9080e-03,0.04,-0.02
-1.9040e-03,0.04,0
-1.9000e-03,0.16,0.04
-1.8960e-03,0.04,-0.02
-1.8920e-03,0.12,0.02
-1.8880e-03,0.12,-0.04
-1.8840e-03,0.04,-0.04
-1.8800e-03,0.16,-0.04
-1.8760e-03,0.08,0
-1.8720e-03,0.08,0
-1.8680e-03,0,-0.02
-1.8640e-03,0.08,-0.02
-1.8600e-03,0.08,0
-1.8560e-03,0.08,-0.02
-1.8520e-03,0,0
-1.8480e-03,0,0
-1.8440e-03,0.08,-0.04
-1.8400e-03,0.04,-0.02
-1.8360e-03,0,0
-1.8320e-03,0.08,-0.02
-1.8280e-03,0.08,-0.04
-1.8240e-03,0.08,0
-1.8200e-03,0.08,0
-1.8160e-03,0.08,-0.02
-1.8120e-03,0.08,0
-1.8080e-03,0.04,0
-1.8040e-03,0,-0.02
-1.8000e-03,0,-0.02
-1.7960e-03,0.08,0
-1.7920e-03,0,0.02
-1.7880e-03,0.04,0.02
-1.7840e-03,0.08,0.02
-1.7800e-03,0.08,-0.04
-1.7760e-03,0,0
-1.7720e-03,0.04,-0.02
-1.7680e-03,0.04,0
-1.7640e-03,0.04,-0.02
-1.7600e-03,0.12,0
-1.7560e-03,0.04,-0.02
-1.7520e-03,0.08,-0.02
-1.7480e-03,0.08,-0.02
-1.7440e-03,0.04,-0.02
-1.7400e-03,0.08,0
-1.7360e-03,0,0
-1.7320e-03,0,0
-1.7280e-03,0.08,0
-1.7240e-03,0,-0.02
-1.7200e-03,0.08,-0.02
-1.7160e-03,0.04,-0.02
-1.7120e-03,0.08,0
-1.7080e-03,0.08,0
-1.7040e-03,0.08,0
-1.7000e-03,0.2,-0.02
-1.6960e-03,0.08,-0.04
-1.6920e-03,0.08,-0.04
-1.6880e-03,0.04,0.02
-1.6840e-03,0.04,-0.02
-1.6800e-03,0.12,0
-1.6760e-03,0.12,0
-1.6720e-03,0.12,-0.02
-1.6680e-03,0.04,-0.04
-1.6640e-03,0.12,-0.02
-1.6600e-03,0.04,-0.02
-1.6560e-03,0.08,-0.02
-1.6520e-03,0,0
-1.6480e-03,0.12,0
-1.6440e-03,0.08,-0.02
-1.6400e-03,0.04,0.02
-1.6360e-03,0,0
-1.6320e-03,0.04,-0.06
-1.6280e-03,0.08,-0.04
-1.6240e-03,0.08,-0.02
-1.6200e-03,0.04,-0.02
-1.6160e-03,0.12,-0.02
-1.6120e-03,0,0
-1.6080e-03,0,-0.02
-1.6040e-03,0.04,-0.06
-1.6000e-03,0.04,-0.04
-1.5960e-03,0.08,0
-1.5920e-03,0.12,0
-1.5880e-03,0.12,0
-1.5840e-03,0.04,0
-1.5800e-03,0,-0.02
-1.5760e-03,0.12,0
-1.5720e-03,0.08,0
-1.5680e-03,0.04,0
-1.5640e-03,0.04,-0.02
-1.5600e-03,0.08,0
-1.5560e-03,0.04,-0.02
-1.5520e-03,0,-0.02
-1.5480e-03,-0.04,0
-1.5440e-03,0.12,-0.04
-1.5400e-03,0.04,0
-1.5360e-03,0.04,-0.04
-1.5320e-03,0.08,-0.02
-1.5280e-03,0.08,-0.02
-1.5240e-03,0.12,-0.02
-1.5200e-03,0.04,0
-1.5160e-03,0.04,0.02
-1.5120e-03,0.12,0.02
-1.5080e-03,0.08,0
-1.5040e-03,0.08,-0.02
-1.5000e-03,0.04,0
-1.4960e-03,0.08,0
-1.4920e-03,0.04,0.02
-1.4880e-03,0.08,0
-1.4840e-03,0.04,0
-1.4800e-03,0.08,-0.04
-1.4760e-03,0,0.02
-1.4720e-03,0.12,-0.02
-1.4680e-03,0.12,0.02
-1.4640e-03,0.12,0
-1.4600e-03,0.08,-0.02
-1.4560e-03,0,-0.02
-1.4520e-03,0.04,-0.04
-1.4480e-03,0.04,-0.02
-1.4440e-03,0,-0.02
-1.4400e-03,0.08,-0.02
-1.4360e-03,0.04,-0.04
-1.4320e-03,0.08,-0.02
-1.4280e-03,0.04,0
-1.4240e-03,0.04,0
-1.4200e-03,0.12,0
-1.4160e-03,0.08,0
-1.4120e-03,0.08,-0.02
-1.4080e-03,0.04,-0.02
-1.4040e-03,0.12,0
-1.4000e-03,0.08,0
-1.3960e-03,0.12,0
-1.3920e-03,0.08,-0.02
-1.3880e-03,0.08,-0.04
-1.3840e-03,0.08,-0.04
-1.3800e-03,0.04,0
-1.3760e-03,0.08,0.02
-1.3720e-03,0.12,-0.02
-1.3680e-03,0.08,-0.02
-1.3640e-03,0.08,-0.02
-1.3600e-03,0.04,-0.04
-1.3560e-03,0.04,0
-1.3520e-03,0.12,-0.04
-1.3480e-03,0.12,-0.02
-1.3440e-03,0.08,0.02
-1.3400e-03,0.04,0
-1.3360e-03,0.04,0.02
-1.3320e-03,0.04,-0.02
-1.3280e-03,0.08,-0.02
-1.3240e-03,0.04,-0.02
-1.3200e-03,0.08,0
-1.3160e-03,0.08,-0.02
-1.3120e-03,0.08,0
-1.3080e-03,0.08,0.02
-1.3040e-03,0,0
-1.3000e-03,0,-0.02
-1.2960e-03,0.08,-0.02
-1.2920e-03,0,-0.02
-1.2880e-03,0.08,-0.02
-1.2840e-03,0.04,-0.02
-1.2800e-03,0.12,-0.02
-1.2760e-03,0,-0.02
-1.2720e-03,0.08,0.02
-1.2680e-03,0.04,-0.02
-1.2640e-03,0.08,-0.02
-1.2600e-03,-0.04,0.02
-1.2560e-03,0.08,-0.02
-1.2520e-03,0,-0.02
-1.2480e-03,0.08,-0.02
-1.2440e-03,0.04,-0.02
-1.2400e-03,-0.04,-0.04
-1.2360e-03,0.08,-0.02
-1.2320e-03,0,-0.02
-1.2280e-03,0.04,-0.04
-1.2240e-03,0.04,-0.02
-1.2200e-03,0.08,-0.02
-1.2160e-03,0.08,0
-1.2120e-03,0.08,-0.02
-1.2080e-03,0.04,0.02
-1.2040e-03,0.12,0
-1.2000e-03,0.04,-0.02
-1.1960e-03,0.08,0
-1.1920e-03,0.12,0
-1.1880e-03,0.08,-0.02
-1.1840e-03,0,-0.04
-1.1800e-03,0.08,0.02
-1.1760e-03,0.08,-0.02
-1.1720e-03,0.04,0
-1.1680e-03,0.04,0.02
-1.1640e-03,0.08,0
-1.1600e-03,0.04,-0.06
-1.1560e-03,0.08,0
-1.1520e-03,0.04,0.02
-1.1480e-03,0.08,-0.02
-1.1440e-03,0.04,0
-1.1400e-03,0.04,0
-1.1360e-03,0.08,-0.02
-1.1320e-03,0.04,-0.02
-1.1280e-03,0.04,0
-1.1240e-03,0.04,-0.02
-1.1200e-03,0.04,-0.02
-1.1160e-03,0.08,-0.02
-1.1120e-03,0.08,0
-1.1080e-03,0,-0.04
-1.1040e-03,0.12,-0.02
-1.1000e-03,0.12,-0.02
-1.0960e-03,0.04,0.02
-1.0920e-03,0.04,0
-1.0880e-03,0,-0.02
-1.0840e-03,0.08,0.02
-1.0800e-03,0.08,0
-1.0760e-03,0.04,0
-1.0720e-03,0.04,0
-1.0680e-03,0.12,0
-1.0640e-03,0.04,-0.04
-1.0600e-03,0,0
-1.0560e-03,0.08,0
-1.0520e-03,0.08,0
-1.0480e-03,0.04,-0.02
-1.0440e-03,0,0
-1.0400e-03,0,0.02
-1.0360e-03,0.04,-0.02
-1.0320e-03,0.08,0.02
-1.0280e-03,0.08,-0.02
-1.0240e-03,-0.04,-0.02
-1.0200e-03,0,-0.02
-1.0160e-03,0.04,0
-1.0120e-03,0.08,0
-1.0080e-03,0.04,-0.02
-1.0040e-03,0.12,0
-1.0000e-03,0.08,0.02
-9.9600e-04,0.08,0.02
-9.9200e-04,0.08,-0.02
-9.8800e-04,0.04,-0.02
-9.8400e-04,0.04,-0.04
-9.8000e-04,0.12,0
-9.7600e-04,0.12,0.02
-9.7200e-04,0.08,-0.04
-9.6800e-04,0,-0.04
-9.6400e-04,0.12,0
-9.6000e-04,0.04,-0.04
-9.5600e-04,0,0.02
-9.5200e-04,0,-0.04
-9.4800e-04,0,0
-9.4400e-04,0.04,0
-9.4000e-04,0.04,-0.02
-9.3600e-04,0.04,-0.02
-9.3200e-04,0.08,0.02
-9.2800e-04,0.04,-0.02
-9.2400e-04,0.04,0.04
-9.2000e-04,0.12,-0.02
-9.1600e-04,0.12,0
-9.1200e-04,0.04,0
-9.0800e-04,0,0
-9.0400e-04,0.04,-0.02
-9.0000e-04,0,0.02
-8.9600e-04,0.16,-0.02
-8.9200e-04,0,0
-8.8800e-04,0.08,-0.02
-8.8400e-04,0.08,0.02
-8.8000e-04,0.12,0
-8.7600e-04,0.08,-0.02
-8.7200e-04,0.12,-0.02
-8.6800e-04,0.12,0
-8.6400e-04,0,0
-8.6000e-04,0,-0.02
-8.5600e-04,0,0
-8.5200e-04,0,0
-8.4800e-04,0.04,0.02
-8.4400e-04,-0.04,0
-8.4000e-04,0.04,-0.02
-8.3600e-04,0.04,0
-8.3200e-04,0.08,0
-8.2800e-04,0,0.02
-8.2400e-04,0,0
-8.2000e-04,0.08,0
-8.1600e-04,0.08,-0.02
-8.1200e-04,0.08,0.04
-8.0800e-04,0.04,0.02
-8.0400e-04,0.08,0
-8.0000e-04,0.08,0
-7.9600e-04,0.08,0
-7.9200e-04,0.08,0
-7.8800e-04,0,0
-7.8400e-04,0.04,0.02
-7.8000e-04,0.12,0
-7.7600e-04,0.08,-0.02
-7.7200e-04,0.08,-0.02
-7.6800e-04,0.08,0
-7.6400e-04,0.08,-0.02
-7.6000e-04,0,-0.02
-7.5600e-04,0.08,0
-7.5200e-04,0,0.02
-7.4800e-04,0.08,0
-7.4400e-04,0.08,-0.02
-7.4000e-04,0.08,-0.02
-7.3600e-04,0.08,0
-7.3200e-04,0.04,0
-7.2800e-04,0.08,0
-7.2400e-04,0.04,0.02
-7.2000e-04,0.08,0
