# Frecuencia [Hz], Resistencia [Ohm], Reactancia [Ohm]
2.000000000000000000e+04,5.653156284292758471e+01,-3.525176039499487501e+01
2.142859999999999854e+04,5.650865339206036708e+01,-3.291179977312066285e+01
2.142859999999999854e+04,5.650848056766009364e+01,-3.291169911664211867e+01
2.142859999999999854e+04,5.650845209583787465e+01,-3.291194669679074991e+01
2.307690000000000146e+04,5.648456983530311248e+01,-3.057040264832582110e+01
2.307690000000000146e+04,5.648465778106052682e+01,-3.057045024605424643e+01
2.307690000000000146e+04,5.648419928734918471e+01,-3.057045702237735085e+01
2.307690000000000146e+04,5.648448188954569105e+01,-3.057035505059738867e+01
2.307690000000000146e+04,5.648446312412301040e+01,-3.057059981648361457e+01
2.500000000000000000e+04,5.646233775126530219e+01,-2.822420800221046377e+01
2.500000000000000000e+04,5.646206940987647727e+01,-2.822407386459811462e+01
2.500000000000000000e+04,5.646233775126530219e+01,-2.822420800221046377e+01
2.500000000000000000e+04,5.646225737742162920e+01,-2.822392148684864921e+01
2.608700000000000000e+04,5.644992065915843682e+01,-2.705232753137366331e+01
2.608700000000000000e+04,5.645023841296222855e+01,-2.705235865649654770e+01
2.727270000000000073e+04,5.643807773091824487e+01,-2.588024928471188346e+01
2.727270000000000073e+04,5.643762323754800292e+01,-2.588004087219690774e+01
2.727270000000000073e+04,5.643789649293361066e+01,-2.588040460778989882e+01
2.857140000000000146e+04,5.642555056480768627e+01,-2.470720964209294479e+01
2.857140000000000146e+04,5.642550744250602435e+01,-2.470730812321927061e+01
3.000000000000000000e+04,5.641614480660613395e+01,-2.352988274769015931e+01
3.000000000000000000e+04,5.641609357960815885e+01,-2.352974578925354621e+01
3.000000000000000000e+04,5.641604235230395403e+01,-2.352960883106742429e+01
3.157890000000000146e+04,5.640351199299809792e+01,-2.235530558269601542e+01
3.157890000000000146e+04,5.640343395791692416e+01,-2.235550246795860829e+01
3.333330000000000291e+04,5.639110264784627446e+01,-2.118074699934034300e+01
3.333330000000000291e+04,5.639097206614201951e+01,-2.118081025824060504e+01
3.333330000000000291e+04,5.639078483765992189e+01,-2.118073993402364508e+01
3.529409999999999854e+04,5.637808534211355038e+01,-2.000517697990602883e+01
3.529409999999999854e+04,5.637815517301122270e+01,-2.000498018314111448e+01
3.529409999999999854e+04,5.637793177203502637e+01,-2.000501169976573834e+01
3.529409999999999854e+04,5.637816907962530166e+01,-2.000553905770054186e+01
3.750000000000000000e+04,5.636495359112365122e+01,-1.882882576159428467e+01
3.750000000000000000e+04,5.636504843898428163e+01,-1.882885744571230191e+01
3.750000000000000000e+04,5.636485874326302792e+01,-1.882879407747626743e+01
4.000000000000000000e+04,5.635519363633008538e+01,-1.764541781374817120e+01
4.000000000000000000e+04,5.635525523011449422e+01,-1.764522109690476270e+01
4.000000000000000000e+04,5.635525523011449422e+01,-1.764522109690476270e+01
4.285709999999999854e+04,5.634146918981458185e+01,-1.646707294855931991e+01
4.285709999999999854e+04,5.634168989898917346e+01,-1.646703072099342791e+01
4.285709999999999854e+04,5.634152667039955276e+01,-1.646687627963044420e+01
4.285709999999999854e+04,5.634162265484666676e+01,-1.646690433289965227e+01
4.615380000000000291e+04,5.632751842732351122e+01,-1.528748634862938083e+01
4.615380000000000291e+04,5.632744860015030497e+01,-1.528736184589823921e+01
4.615380000000000291e+04,5.632754510893484223e+01,-1.528738803854049699e+01
4.615380000000000291e+04,5.632747528154433070e+01,-1.528726353593122234e+01
5.000000000000000000e+04,5.631545831998970186e+01,-1.409845402054789076e+01
5.000000000000000000e+04,5.631567693904309380e+01,-1.409840430181126436e+01
5.000000000000000000e+04,5.631584634521006905e+01,-1.409855116182830237e+01
5.000000000000000000e+04,5.631574933890497192e+01,-1.409852687650819902e+01
5.217390000000000146e+04,5.630857903779889284e+01,-1.350778827025194140e+01
5.217390000000000146e+04,5.630860261325112504e+01,-1.350768999322123243e+01
5.217390000000000146e+04,5.630855252233178021e+01,-1.350747011248971496e+01
5.454550000000000000e+04,5.630154766683520506e+01,-1.291659908641138976e+01
5.454550000000000000e+04,5.630127780667668702e+01,-1.291643373944274664e+01
5.714290000000000146e+04,5.629366438622483315e+01,-1.232454782014668204e+01
5.714290000000000146e+04,5.629385975875641179e+01,-1.232459059366541432e+01
5.714290000000000146e+04,5.629393593443064958e+01,-1.232471023189664905e+01
6.000000000000000000e+04,5.628921255331262330e+01,-1.172303540590033677e+01
6.000000000000000000e+04,5.628952671206175040e+01,-1.172299832901494199e+01
6.315790000000000146e+04,5.628164816420352423e+01,-1.112946953681107587e+01
6.315790000000000146e+04,5.628153063920269972e+01,-1.112954836767816325e+01
6.315790000000000146e+04,5.628149178940716268e+01,-1.112974482721389968e+01
6.666669999999999709e+04,5.627400274019894511e+01,-1.053535801413894646e+01
6.666669999999999709e+04,5.627376938008239193e+01,-1.053551764306347849e+01
6.666669999999999709e+04,5.627408264469517007e+01,-1.053547463278320961e+01
7.058819999999999709e+04,5.626571936484270964e+01,-9.940100268949187523e+00
7.058819999999999709e+04,5.626560354093702188e+01,-9.940181074009407425e+00
7.058819999999999709e+04,5.626571936484270964e+01,-9.940100268949187523e+00
7.500000000000000000e+04,5.626043351729962438e+01,-9.332377675893178903e+00
7.500000000000000000e+04,5.626051099460184446e+01,-9.332521691176788536e+00
7.500000000000000000e+04,5.626065688204133153e+01,-9.332253294955949130e+00
8.000000000000000000e+04,5.625273103305765687e+01,-8.733809261282953429e+00
8.000000000000000000e+04,5.625263983863342077e+01,-8.733744829395451603e+00
8.000000000000000000e+04,5.625270816780570016e+01,-8.733956530558488751e+00
8.000000000000000000e+04,5.625292714086580759e+01,-8.733849763674854216e+00
8.571430000000000291e+04,5.624442395963978925e+01,-8.133685738845466418e+00
8.571430000000000291e+04,5.624469957680891241e+01,-8.133875924460088669e+00
8.571430000000000291e+04,5.624450589480612450e+01,-8.133817849516848497e+00
8.571430000000000291e+04,5.624471235340194397e+01,-8.133787575482557486e+00
9.230769999999999709e+04,5.623618979235801163e+01,-7.531642883719905868e+00
9.230769999999999709e+04,5.623625604381501120e+01,-7.531901535102499601e+00
9.230769999999999709e+04,5.623629285095810104e+01,-7.531626712821012148e+00
9.230769999999999709e+04,5.623628627835247329e+01,-7.531675788241614100e+00
1.000000000000000000e+05,5.622933624971398814e+01,-6.912223352626912565e+00
1.000000000000000000e+05,5.622942947050763252e+01,-6.912284623133530204e+00
1.000000000000000000e+05,5.622961108611829673e+01,-6.912446420326367580e+00
1.000000000000000000e+05,5.622951303972675419e+01,-6.912424405025996421e+00
1.043480000000000000e+05,5.622497807198141118e+01,-6.610070320746182837e+00
1.043480000000000000e+05,5.622548964979170449e+01,-6.610001129437488743e+00
1.090910000000000000e+05,5.622071222004544211e+01,-6.307226413474695370e+00
1.090910000000000000e+05,5.622063265788542452e+01,-6.307038642430200071e+00
1.090910000000000000e+05,5.622051897093049888e+01,-6.307155054320770837e+00
1.142860000000000000e+05,5.621554105950327340e+01,-6.003480859243402357e+00
1.142860000000000000e+05,5.621617643503569184e+01,-6.003181545225657167e+00
1.200000000000000000e+05,5.621269081827009728e+01,-5.681697966239729780e+00
1.200000000000000000e+05,5.621259231683783497e+01,-5.681678099028863116e+00
1.200000000000000000e+05,5.621268090175081511e+01,-5.681796075884695263e+00
1.263160000000000000e+05,5.620795285896959115e+01,-5.375360710115370644e+00
1.263160000000000000e+05,5.620791720699109817e+01,-5.375733495257558836e+00
1.263160000000000000e+05,5.620827495047011269e+01,-5.375144015033792577e+00
1.333330000000000000e+05,5.620322020900382398e+01,-5.067383109478130976e+00
1.333330000000000000e+05,5.620320871133159102e+01,-5.067510630526659732e+00
1.333330000000000000e+05,5.620313299476286062e+01,-5.067236799578060058e+00
1.411760000000000000e+05,5.619764241537937721e+01,-4.757977368919712013e+00
1.411760000000000000e+05,5.619773624586787975e+01,-4.758054463734881168e+00
1.411760000000000000e+05,5.619793055018920569e+01,-4.758130186965302322e+00
1.500000000000000000e+05,5.619297993584293494e+01,-4.427072208576859680e+00
1.500000000000000000e+05,5.619286247291857705e+01,-4.427289927219463017e+00
1.500000000000000000e+05,5.619276432726337589e+01,-4.427262457844171273e+00
1.600000000000000000e+05,5.618906348272818008e+01,-4.111674771178135401e+00
1.600000000000000000e+05,5.618916034555508787e+01,-4.111721296671182024e+00
1.600000000000000000e+05,5.618929093548063491e+01,-4.111306899018148719e+00
1.714290000000000000e+05,5.618435362767746710e+01,-3.792397168030433363e+00
1.714290000000000000e+05,5.618432847431127897e+01,-3.792769796691409123e+00
1.714290000000000000e+05,5.618432979823426621e+01,-3.792750184660779844e+00
1.714290000000000000e+05,5.618432582644475559e+01,-3.792809020751280347e+00
1.846150000000000000e+05,5.617771408036242775e+01,-3.470324443773034506e+00
1.846150000000000000e+05,5.617784296110750830e+01,-3.469859975149356401e+00
1.846150000000000000e+05,5.617781934121843790e+01,-3.470242365516242433e+00
1.846150000000000000e+05,5.617771650309224185e+01,-3.470285224329111351e+00
2.000000000000000000e+05,5.616806661740113782e+01,-3.124430583832515040e+00
2.000000000000000000e+05,5.616805080251739923e+01,-3.124714875924608393e+00
2.000000000000000000e+05,5.616776108192454586e+01,-3.124521756020032903e+00
2.000000000000000000e+05,5.616785492879154873e+01,-3.124635144817172527e+00
2.000000000000000000e+05,5.616796568112465593e+01,-3.124444636091971095e+00
