# Frecuencia que pedimos vs frecuencia que manda 
#  Frecuencia pedida [Hz], Frecuencia LCR [Hz]
4.124243607998285370e+03,4.166670000000000073e+03
4.162443139972679091e+03,4.166670000000000073e+03
4.200996483307831113e+03,4.225350000000000364e+03
4.239906915072142510e+03,4.285710000000000036e+03
4.279177742686843885e+03,4.285710000000000036e+03
4.318812304207131092e+03,4.347829999999999927e+03
4.358813968605912123e+03,4.411760000000000218e+03
4.399186136060150602e+03,4.411760000000000218e+03
4.439932238239910475e+03,4.477609999999999673e+03
4.481055738600037330e+03,4.545449999999999818e+03
4.522560132674555462e+03,4.545449999999999818e+03
4.564448948373797975e+03,4.615380000000000109e+03
4.606725746284263550e+03,4.615380000000000109e+03
4.649394119971296277e+03,4.687500000000000000e+03
4.692457696284525809e+03,4.761899999999999636e+03
4.735920135666153328e+03,4.761899999999999636e+03
4.779785132462101501e+03,4.838710000000000036e+03
4.824056415236014800e+03,4.838710000000000036e+03
4.868737747086222043e+03,4.918029999999999745e+03
4.913832925965581126e+03,4.918029999999999745e+03
4.959345785004315985e+03,5.000000000000000000e+03
5.005280192835839443e+03,5.084750000000000000e+03
5.051640053925570101e+03,5.084750000000000000e+03
5.098429308902846969e+03,5.172409999999999854e+03
5.145651934895864542e+03,5.172409999999999854e+03
5.193311945869740157e+03,5.263159999999999854e+03
5.241413392967705477e+03,5.263159999999999854e+03
5.289960364855440275e+03,5.357140000000000327e+03
5.338956988068642204e+03,5.357140000000000327e+03
5.388407427363765237e+03,5.454550000000000182e+03
5.438315886072038666e+03,5.454550000000000182e+03
5.488686606456731170e+03,5.555560000000000400e+03
5.539523870073782746e+03,5.555560000000000400e+03
5.590831998135713548e+03,5.660380000000000109e+03
5.642615351878942420e+03,5.660380000000000109e+03
5.694878332934496029e+03,5.769229999999999563e+03
5.747625383702133149e+03,5.769229999999999563e+03
5.800860987727984138e+03,5.882350000000000364e+03
5.854589670085632861e+03,5.882350000000000364e+03
5.908815997760760183e+03,6.000000000000000000e+03
5.963544580039347238e+03,6.000000000000000000e+03
6.018780068899442995e+03,6.122449999999999818e+03
6.074527159406623468e+03,6.122449999999999818e+03
6.130790590113054350e+03,6.250000000000000000e+03
6.187575143460274376e+03,6.250000000000000000e+03
6.244885646185716723e+03,6.250000000000000000e+03
6.302726969732959333e+03,6.382979999999999563e+03
6.361104030665840583e+03,6.382979999999999563e+03
6.420021791086343910e+03,6.521739999999999782e+03
6.479485259056391442e+03,6.521739999999999782e+03
6.539499489023536626e+03,6.666670000000000073e+03
6.600069582250571329e+03,6.666670000000000073e+03
6.661200687249178372e+03,6.666670000000000073e+03
6.722898000217531262e+03,6.818180000000000291e+03
6.785166765481984839e+03,6.818180000000000291e+03
6.848012275942852284e+03,6.976739999999999782e+03
6.911439873524279392e+03,6.976739999999999782e+03
6.975454949628356189e+03,6.976739999999999782e+03
7.040062945593358563e+03,7.142859999999999673e+03
7.105269353156279976e+03,7.142859999999999673e+03
7.171079714919635080e+03,7.317069999999999709e+03
7.237499624822561600e+03,7.317069999999999709e+03
7.304534728616352368e+03,7.317069999999999709e+03
7.372190724344316550e+03,7.500000000000000000e+03
7.440473362826132870e+03,7.500000000000000000e+03
7.509388448146674818e+03,7.692310000000000400e+03
7.578941838149336036e+03,7.692310000000000400e+03
7.649139444933999584e+03,7.692310000000000400e+03
7.719987235359535589e+03,7.894739999999999782e+03
7.791491231551002784e+03,7.894739999999999782e+03
7.863657511411541236e+03,7.894739999999999782e+03
7.936492209138964427e+03,8.108109999999999673e+03
8.010001515747223493e+03,8.108109999999999673e+03
8.084191679592612672e+03,8.108109999999999673e+03
8.159069006904898743e+03,8.333329999999999927e+03
8.234639862323359921e+03,8.333329999999999927e+03
8.310910669437751494e+03,8.333329999999999927e+03
8.387887911334373712e+03,8.571430000000000291e+03
8.465578131147098247e+03,8.571430000000000291e+03
8.543987932613554221e+03,8.571430000000000291e+03
8.623123980636457418e+03,8.823530000000000655e+03
8.702993001850099972e+03,8.823530000000000655e+03
8.783601785192173338e+03,8.823530000000000655e+03
8.864957182480793563e+03,9.090909999999999854e+03
8.947066108996927142e+03,9.090909999999999854e+03
9.029935544072204721e+03,9.090909999999999854e+03
9.113572531682129920e+03,9.375000000000000000e+03
9.197984181044877914e+03,9.375000000000000000e+03
9.283177667225556434e+03,9.375000000000000000e+03
9.369160231746091085e+03,9.375000000000000000e+03
9.455939183200782281e+03,9.677420000000000073e+03
9.543521897877493757e+03,9.677420000000000073e+03
9.631915820384703693e+03,9.677420000000000073e+03
9.721128464284269285e+03,1.000000000000000000e+04
9.811167412730092110e+03,1.000000000000000000e+04
9.902040319112704310e+03,1.000000000000000000e+04
9.993754907709768304e+03,1.000000000000000000e+04
1.008631897434271923e+04,1.034479999999999927e+04
1.017974038703935003e+04,1.034479999999999927e+04
1.027402708670267930e+04,1.034479999999999927e+04
1.036918708778582732e+04,1.071429999999999927e+04
1.046522847897333668e+04,1.071429999999999927e+04
1.056215942386866300e+04,1.071429999999999927e+04
1.065998816168816666e+04,1.071429999999999927e+04
1.075872300796139643e+04,1.111110000000000036e+04
1.085837235523788695e+04,1.111110000000000036e+04
1.095894467380058632e+04,1.111110000000000036e+04
1.106044851238580122e+04,1.111110000000000036e+04
1.116289249890991232e+04,1.153850000000000000e+04
1.126628534120270524e+04,1.153850000000000000e+04
1.137063582774750830e+04,1.153850000000000000e+04
1.147595282842828055e+04,1.153850000000000000e+04
1.158224529528351741e+04,1.200000000000000000e+04
1.168952226326725213e+04,1.200000000000000000e+04
1.179779285101698770e+04,1.200000000000000000e+04
1.190706626162874090e+04,1.200000000000000000e+04
1.201735178343938787e+04,1.250000000000000000e+04
1.212865879081612547e+04,1.250000000000000000e+04
1.224099674495338149e+04,1.250000000000000000e+04
1.235437519467697894e+04,1.250000000000000000e+04
1.246880377725572907e+04,1.250000000000000000e+04
1.258429221922070246e+04,1.304350000000000000e+04
1.270085033719192506e+04,1.304350000000000000e+04
1.281848803871288874e+04,1.304350000000000000e+04
1.293721532309264330e+04,1.304350000000000000e+04
1.305704228225569568e+04,1.363639999999999964e+04
1.317797910159991443e+04,1.363639999999999964e+04
1.330003606086223772e+04,1.363639999999999964e+04
1.342322353499254859e+04,1.363639999999999964e+04
1.354755199503549193e+04,1.363639999999999964e+04
1.367303200902047865e+04,1.428570000000000073e+04
1.379967424286005189e+04,1.428570000000000073e+04
1.392748946125644579e+04,1.428570000000000073e+04
1.405648852861667910e+04,1.428570000000000073e+04
1.418668240997598150e+04,1.428570000000000073e+04
1.431808217192977827e+04,1.500000000000000000e+04
1.445069898357444436e+04,1.500000000000000000e+04
1.458454411745662765e+04,1.500000000000000000e+04
1.471962895053151442e+04,1.500000000000000000e+04
1.485596496512982412e+04,1.500000000000000000e+04
1.499356374993375539e+04,1.500000000000000000e+04
1.513243700096212706e+04,1.578950000000000000e+04
1.527259652256448499e+04,1.578950000000000000e+04
1.541405422842457665e+04,1.578950000000000000e+04
1.555682214257296619e+04,1.578950000000000000e+04
1.570091240040902085e+04,1.578950000000000000e+04
1.584633724973252538e+04,1.666670000000000073e+04
1.599310905178469511e+04,1.666670000000000073e+04
1.614124028229898431e+04,1.666670000000000073e+04
1.629074353256147515e+04,1.666670000000000073e+04
1.644163151048108193e+04,1.666670000000000073e+04
1.659391704166983254e+04,1.666670000000000073e+04
1.674761307053298151e+04,1.764709999999999854e+04
1.690273266136940947e+04,1.764709999999999854e+04
1.705928899948203616e+04,1.764709999999999854e+04
1.721729539229849252e+04,1.764709999999999854e+04
1.737676527050239019e+04,1.764709999999999854e+04
1.753771218917485385e+04,1.764709999999999854e+04
1.770014982894688001e+04,1.875000000000000000e+04
1.786409199716192234e+04,1.875000000000000000e+04
1.802955262904983829e+04,1.875000000000000000e+04
1.819654578891113852e+04,1.875000000000000000e+04
1.836508567131256495e+04,1.875000000000000000e+04
1.853518660229376837e+04,1.875000000000000000e+04
1.870686304058475798e+04,1.875000000000000000e+04
1.888012957883520721e+04,2.000000000000000000e+04
1.905500094485460068e+04,2.000000000000000000e+04
1.923149200286419364e+04,2.000000000000000000e+04
1.940961775476061666e+04,2.000000000000000000e+04
1.958939334139077255e+04,2.000000000000000000e+04
1.977083404383914967e+04,2.000000000000000000e+04
1.995395528472642764e+04,2.000000000000000000e+04
2.013877262952054298e+04,2.142859999999999854e+04
2.032530178785990574e+04,2.142859999999999854e+04
2.051355861488841765e+04,2.142859999999999854e+04
2.070355911260352877e+04,2.142859999999999854e+04
2.089531943121610675e+04,2.142859999999999854e+04
2.108885587052336996e+04,2.142859999999999854e+04
2.128418488129449543e+04,2.142859999999999854e+04
2.148132306666865043e+04,2.307690000000000146e+04
2.168028718356662284e+04,2.307690000000000146e+04
2.188109414411487523e+04,2.307690000000000146e+04
2.208376101708320857e+04,2.307690000000000146e+04
2.228830502933576645e+04,2.307690000000000146e+04
2.249474356729501960e+04,2.307690000000000146e+04
2.270309417841998220e+04,2.307690000000000146e+04
2.291337457269745573e+04,2.307690000000000146e+04
2.312560262414751196e+04,2.500000000000000000e+04
2.333979637234295296e+04,2.500000000000000000e+04
2.355597402394236269e+04,2.500000000000000000e+04
2.377415395423807058e+04,2.500000000000000000e+04
2.399435470871771395e+04,2.500000000000000000e+04
2.421659500464079247e+04,2.500000000000000000e+04
2.444089373262977824e+04,2.500000000000000000e+04
2.466726995827549763e+04,2.500000000000000000e+04
2.489574292375812729e+04,2.500000000000000000e+04
2.512633204948243292e+04,2.608700000000000000e+04
2.535905693572868040e+04,2.608700000000000000e+04
2.559393736431883372e+04,2.608700000000000000e+04
2.583099330029765770e+04,2.608700000000000000e+04
2.607024489363018074e+04,2.608700000000000000e+04
2.631171248091410598e+04,2.727270000000000073e+04
2.655541658710858610e+04,2.727270000000000073e+04
2.680137792727901615e+04,2.727270000000000073e+04
2.704961740835748424e+04,2.727270000000000073e+04
2.730015613092028070e+04,2.857140000000000146e+04
2.755301539098110152e+04,2.857140000000000146e+04
2.780821668180139750e+04,2.857140000000000146e+04
2.806578169571746548e+04,2.857140000000000146e+04
2.832573232598395043e+04,2.857140000000000146e+04
2.858809066863522457e+04,3.000000000000000000e+04
2.885287902436318109e+04,3.000000000000000000e+04
2.912011990041297395e+04,3.000000000000000000e+04
2.938983601249634739e+04,3.000000000000000000e+04
2.966205028672206026e+04,3.000000000000000000e+04
2.993678586154511504e+04,3.000000000000000000e+04
3.021406608973311450e+04,3.157890000000000146e+04
3.049391454035146307e+04,3.157890000000000146e+04
3.077635500076693279e+04,3.157890000000000146e+04
3.106141147866917163e+04,3.157890000000000146e+04
3.134910820411190434e+04,3.157890000000000146e+04
3.163946963157203572e+04,3.333330000000000291e+04
3.193252044202850811e+04,3.333330000000000291e+04
3.222828554506040018e+04,3.333330000000000291e+04
3.252679008096381585e+04,3.333330000000000291e+04
3.282805942288933147e+04,3.333330000000000291e+04
3.313211917899830587e+04,3.333330000000000291e+04
3.343899519463984325e+04,3.529409999999999854e+04
3.374871355454751756e+04,3.529409999999999854e+04
3.406130058505685884e+04,3.529409999999999854e+04
3.437678285634291387e+04,3.529409999999999854e+04
3.469518718467865256e+04,3.529409999999999854e+04
3.501654063471453992e+04,3.529409999999999854e+04
3.534087052177893929e+04,3.750000000000000000e+04
3.566820441420013231e+04,3.750000000000000000e+04
3.599857013564953377e+04,3.750000000000000000e+04
3.633199576750657434e+04,3.750000000000000000e+04
3.666850965124585491e+04,3.750000000000000000e+04
3.700814039084604883e+04,3.750000000000000000e+04
3.735091685522148327e+04,3.750000000000000000e+04
3.769686818067591230e+04,4.000000000000000000e+04
3.804602377337891812e+04,4.000000000000000000e+04
3.839841331186574098e+04,4.000000000000000000e+04
3.875406674955978087e+04,4.000000000000000000e+04
3.911301431731894991e+04,4.000000000000000000e+04
3.947528652600511123e+04,4.000000000000000000e+04
3.984091416907743405e+04,4.000000000000000000e+04
4.020992832521002856e+04,4.285709999999999854e+04
4.058236036093356961e+04,4.285709999999999854e+04
4.095824193330167327e+04,4.285709999999999854e+04
4.133760499258164782e+04,4.285709999999999854e+04
4.172048178497010667e+04,4.285709999999999854e+04
4.210690485533417086e+04,4.285709999999999854e+04
4.249690704997766443e+04,4.285709999999999854e+04
4.289052151943331410e+04,4.615380000000000291e+04
4.328778172128041479e+04,4.615380000000000291e+04
4.368872142298857216e+04,4.615380000000000291e+04
4.409337470478824980e+04,4.615380000000000291e+04
4.450177596256739344e+04,4.615380000000000291e+04
4.491395991079544183e+04,4.615380000000000291e+04
4.532996158547386585e+04,4.615380000000000291e+04
4.574981634711408697e+04,4.615380000000000291e+04
4.617355988374344452e+04,5.000000000000000000e+04
4.660122821393849881e+04,5.000000000000000000e+04
4.703285768988692871e+04,5.000000000000000000e+04
4.746848500047733251e+04,5.000000000000000000e+04
4.790814717441759421e+04,5.000000000000000000e+04
4.835188158338267385e+04,5.000000000000000000e+04
4.879972594519101403e+04,5.000000000000000000e+04
4.925171832701088715e+04,5.000000000000000000e+04
4.970789714859597734e+04,5.000000000000000000e+04
5.016830118555083027e+04,5.217390000000000146e+04
5.063296957262716751e+04,5.217390000000000146e+04
5.110194180705014878e+04,5.217390000000000146e+04
5.157525775187597173e+04,5.217390000000000146e+04
5.205295763938009623e+04,5.217390000000000146e+04
5.253508207447677705e+04,5.454550000000000000e+04
5.302167203817084373e+04,5.454550000000000000e+04
5.351276889104091242e+04,5.454550000000000000e+04
5.400841437675540510e+04,5.454550000000000000e+04
5.450865062562056119e+04,5.454550000000000000e+04
5.501352015816135827e+04,5.714290000000000146e+04
5.552306588873608416e+04,5.714290000000000146e+04
5.603733112918391271e+04,5.714290000000000146e+04
5.655635959250677115e+04,5.714290000000000146e+04
5.708019539658475696e+04,5.714290000000000146e+04
5.760888306792596268e+04,6.000000000000000000e+04
5.814246754545163276e+04,6.000000000000000000e+04
5.868099418431575032e+04,6.000000000000000000e+04
5.922450875976063980e+04,6.000000000000000000e+04
5.977305747100766166e+04,6.000000000000000000e+04
6.032668694518395205e+04,6.315790000000000146e+04
6.088544424128612445e+04,6.315790000000000146e+04
6.144937685418007459e+04,6.315790000000000146e+04
6.201853271863847476e+04,6.315790000000000146e+04
6.259296021341501910e+04,6.315790000000000146e+04
6.317270816535638733e+04,6.666669999999999709e+04
6.375782585355298943e+04,6.666669999999999709e+04
6.434836301352743612e+04,6.666669999999999709e+04
6.494436984146251780e+04,6.666669999999999709e+04
6.554589699846765143e+04,6.666669999999999709e+04
6.615299561488485779e+04,6.666669999999999709e+04
6.676571729463529482e+04,7.058819999999999709e+04
6.738411411960535042e+04,7.058819999999999709e+04
6.800823865407405538e+04,7.058819999999999709e+04
6.863814394918085600e+04,7.058819999999999709e+04
6.927388354743469972e+04,7.058819999999999709e+04
6.991551148726558313e+04,7.058819999999999709e+04
7.056308230761767481e+04,7.058819999999999709e+04
7.121665105258549738e+04,7.500000000000000000e+04
7.187627327609252825e+04,7.500000000000000000e+04
7.254200504661297600e+04,7.500000000000000000e+04
7.321390295193812926e+04,7.500000000000000000e+04
7.389202410398605571e+04,7.500000000000000000e+04
7.457642614365660120e+04,7.500000000000000000e+04
7.526716724573067040e+04,8.000000000000000000e+04
7.596430612381473475e+04,8.000000000000000000e+04
7.666790203533211024e+04,8.000000000000000000e+04
7.737801478655952087e+04,8.000000000000000000e+04
7.809470473771113029e+04,8.000000000000000000e+04
7.881803280806896510e+04,8.000000000000000000e+04
7.954806048116074817e+04,8.000000000000000000e+04
8.028484980998652463e+04,8.571430000000000291e+04
8.102846342229295988e+04,8.571430000000000291e+04
8.177896452589712862e+04,8.571430000000000291e+04
8.253641691405905294e+04,8.571430000000000291e+04
8.330088497090371675e+04,8.571430000000000291e+04
8.407243367689437582e+04,8.571430000000000291e+04
8.485112861435554805e+04,8.571430000000000291e+04
8.563703597304814321e+04,8.571430000000000291e+04
8.643022255579524790e+04,9.230769999999999709e+04
8.723075578416012286e+04,9.230769999999999709e+04
8.803870370417759113e+04,9.230769999999999709e+04
8.885413499213766772e+04,9.230769999999999709e+04
8.967711896042364242e+04,9.230769999999999709e+04
9.050772556340334995e+04,9.230769999999999709e+04
9.134602540337495157e+04,9.230769999999999709e+04
9.219208973656878516e+04,9.230769999999999709e+04
9.304599047920379962e+04,1.000000000000000000e+05
9.390780021360107639e+04,1.000000000000000000e+05
9.477759219435304112e+04,1.000000000000000000e+05
9.565544035454971890e+04,1.000000000000000000e+05
9.654141931206377922e+04,1.000000000000000000e+05
9.743560437589263893e+04,1.000000000000000000e+05
9.833807155256043188e+04,1.000000000000000000e+05
9.924889755257828801e+04,1.000000000000000000e+05
1.001681597969642607e+05,1.043480000000000000e+05
1.010959364238249254e+05,1.043480000000000000e+05
1.020323062949966843e+05,1.043480000000000000e+05
1.029773490027497610e+05,1.043480000000000000e+05
1.039311448765531677e+05,1.043480000000000000e+05
1.048937749899023911e+05,1.090910000000000000e+05
1.058653211672113539e+05,1.090910000000000000e+05
1.068458659907670517e+05,1.090910000000000000e+05
1.078354928077499062e+05,1.090910000000000000e+05
1.088342857373177685e+05,1.090910000000000000e+05
1.098423296777557989e+05,1.142860000000000000e+05
1.108597103136935038e+05,1.142860000000000000e+05
1.118865141233875620e+05,1.142860000000000000e+05
1.129228283860732336e+05,1.142860000000000000e+05
1.139687411893827375e+05,1.142860000000000000e+05
1.150243414368322847e+05,1.200000000000000000e+05
1.160897188553796877e+05,1.200000000000000000e+05
1.171649640030507289e+05,1.200000000000000000e+05
1.182501682766373997e+05,1.200000000000000000e+05
1.193454239194662223e+05,1.200000000000000000e+05
1.204508240292385744e+05,1.263160000000000000e+05
1.215664625659447338e+05,1.263160000000000000e+05
1.226924343598501437e+05,1.263160000000000000e+05
1.238288351195567229e+05,1.263160000000000000e+05
1.249757614401377796e+05,1.263160000000000000e+05
1.261333108113481285e+05,1.263160000000000000e+05
1.273015816259115672e+05,1.333330000000000000e+05
1.284806731878838327e+05,1.333330000000000000e+05
1.296706857210942981e+05,1.333330000000000000e+05
1.308717203776646056e+05,1.333330000000000000e+05
1.320838792466061132e+05,1.333330000000000000e+05
1.333072653624984378e+05,1.333330000000000000e+05
1.345419827142467548e+05,1.411760000000000000e+05
1.357881362539219845e+05,1.411760000000000000e+05
1.370458319056811742e+05,1.411760000000000000e+05
1.383151765747705067e+05,1.411760000000000000e+05
1.395962781566133490e+05,1.411760000000000000e+05
1.408892455459807534e+05,1.411760000000000000e+05
1.421941886462485127e+05,1.500000000000000000e+05
1.435112183787384420e+05,1.500000000000000000e+05
1.448404466921463318e+05,1.500000000000000000e+05
1.461819865720583766e+05,1.500000000000000000e+05
1.475359520505546243e+05,1.500000000000000000e+05
1.489024582159025886e+05,1.500000000000000000e+05
1.502816212223392504e+05,1.600000000000000000e+05
1.516735582999438338e+05,1.600000000000000000e+05
1.530783877646031324e+05,1.600000000000000000e+05
1.544962290280680172e+05,1.600000000000000000e+05
1.559272026081044460e+05,1.600000000000000000e+05
1.573714301387369051e+05,1.600000000000000000e+05
1.588290343805868179e+05,1.600000000000000000e+05
1.603001392313082761e+05,1.714290000000000000e+05
1.617848697361187951e+05,1.714290000000000000e+05
1.632833520984291390e+05,1.714290000000000000e+05
1.647957136905702355e+05,1.714290000000000000e+05
1.663220830646192480e+05,1.714290000000000000e+05
1.678625899633274821e+05,1.714290000000000000e+05
1.694173653311480593e+05,1.714290000000000000e+05
1.709865413253673760e+05,1.714290000000000000e+05
1.725702513273377554e+05,1.846150000000000000e+05
1.741686299538144958e+05,1.846150000000000000e+05
1.757818130683992931e+05,1.846150000000000000e+05
1.774099377930880873e+05,1.846150000000000000e+05
1.790531425199276709e+05,1.846150000000000000e+05
1.807115669227784383e+05,1.846150000000000000e+05
1.823853519691859838e+05,1.846150000000000000e+05
1.840746399323646328e+05,1.846150000000000000e+05
1.857795744032899674e+05,2.000000000000000000e+05
1.875003003029058164e+05,2.000000000000000000e+05
1.892369638944398612e+05,2.000000000000000000e+05
1.909897127958393539e+05,2.000000000000000000e+05
1.927586959923159447e+05,2.000000000000000000e+05
1.945440638490107667e+05,2.000000000000000000e+05
1.963459681237768382e+05,2.000000000000000000e+05
1.981645619800757850e+05,2.000000000000000000e+05
2.000000000000000291e+05,2.000000000000000000e+05
