# Fri Aug 25 16:35:13 2023
#  Tiempo dinamica [s], Voltaje dinamica [V], Corriente dinamica [A], Tiempo remanente [s], Voltaje remanente [V], Corriente remanente [A]
#  Vmax=3, Vmin=-3, Npos=50, Nneg=50, pw=0.1, hslV=0.4
1.115532350540161133e+01,1.799989999999999979e+00,1.095920000000000088e-06,1.132791233062744141e+01,4.000070000000000014e-01,7.659439999999999929e-08
1.151540350914001465e+01,1.679990000000000094e+00,9.256119999999999904e-07,1.167090296745300293e+01,4.000070000000000014e-01,9.403239999999999966e-08
1.187200951576232910e+01,1.559979999999999922e+00,1.305540000000000082e-06,1.204516983032226562e+01,4.000040000000000262e-01,9.829989999999999470e-08
1.226181745529174805e+01,1.439999999999999947e+00,1.060079999999999895e-06,1.243625807762145996e+01,4.000059999999999727e-01,9.481810000000000120e-08
1.262344002723693848e+01,1.320049999999999946e+00,8.431279999999999514e-07,1.277929997444152832e+01,4.000070000000000014e-01,9.659950000000000417e-08
1.296668028831481934e+01,1.200039999999999996e+00,6.921580000000000229e-07,1.315286397933959961e+01,4.000040000000000262e-01,9.506040000000000066e-08
1.334190654754638672e+01,1.080039999999999889e+00,5.533159999999999765e-07,1.349850320816040039e+01,4.000059999999999727e-01,9.782600000000000526e-08
1.368573999404907227e+01,9.600330000000000252e-01,4.375799999999999783e-07,1.384112238883972168e+01,4.000059999999999727e-01,9.796860000000000019e-08
1.404405164718627930e+01,8.400199999999999889e-01,3.429709999999999812e-07,1.419791126251220703e+01,4.000040000000000262e-01,9.791500000000000030e-08
1.440070033073425293e+01,7.200229999999999686e-01,2.508459999999999951e-07,1.455621981620788574e+01,4.000049999999999994e-01,9.900289999999999775e-08
1.475914072990417480e+01,6.000250000000000306e-01,1.931540000000000102e-07,1.491463112831115723e+01,4.000079999999999747e-01,1.023070000000000042e-07
1.504176139831542969e+01,4.800090000000000190e-01,1.356489999999999992e-07,1.516795921325683594e+01,4.000099999999999767e-01,1.000709999999999966e-07
1.533767795562744141e+01,3.599769999999999914e-01,8.157149999999999692e-08,1.553899288177490234e+01,4.000040000000000262e-01,9.952780000000000532e-08
1.566259932518005371e+01,2.399540000000000006e-01,4.734009999999999785e-08,1.578666186332702637e+01,4.000059999999999727e-01,9.869750000000000085e-08
1.591063022613525391e+01,1.199650000000000022e-01,2.014440000000000004e-08,1.603613948822021484e+01,4.000090000000000034e-01,1.064010000000000010e-07
1.619327569007873535e+01,-3.883839999999999732e-05,-2.319220000000000031e-10,1.639548420906066895e+01,4.000079999999999747e-01,1.018850000000000021e-07
1.654980897903442383e+01,-1.200579999999999981e-01,-2.137370000000000034e-08,1.673837661743164062e+01,4.000090000000000034e-01,9.789450000000000352e-08
1.686110782623291016e+01,-2.400730000000000086e-01,-5.540949999999999731e-08,1.698681879043579102e+01,4.000099999999999767e-01,9.569850000000000159e-08
1.711276030540466309e+01,-3.600769999999999804e-01,-9.794209999999999662e-08,1.723995971679687500e+01,4.000119999999999787e-01,9.916840000000000012e-08
1.737708377838134766e+01,-4.801079999999999792e-01,-1.520049999999999903e-07,1.753390645980834961e+01,4.000130000000000075e-01,9.912510000000000132e-08
1.775323605537414551e+01,-6.001400000000000068e-01,-2.268509999999999976e-07,1.789424943923950195e+01,4.000139999999999807e-01,1.106789999999999947e-07
1.801916384696960449e+01,-7.201520000000000143e-01,-3.064260000000000203e-07,1.814402699470520020e+01,4.000139999999999807e-01,1.102810000000000066e-07
1.826855826377868652e+01,-8.401560000000000139e-01,-3.920080000000000252e-07,1.839369559288024902e+01,4.000170000000000115e-01,1.038920000000000015e-07
1.851883172988891602e+01,-9.601730000000000542e-01,-5.233680000000000050e-07,1.864263153076171875e+01,4.000150000000000095e-01,1.081530000000000024e-07
1.876907920837402344e+01,-1.080149999999999944e+00,-6.828290000000000060e-07,1.889484596252441406e+01,4.000170000000000115e-01,1.153009999999999946e-07
1.902160978317260742e+01,-1.200169999999999959e+00,-8.464459999999999550e-07,1.914579606056213379e+01,4.000170000000000115e-01,1.121169999999999974e-07
1.926951837539672852e+01,-1.320189999999999975e+00,-1.083579999999999966e-06,1.942447066307067871e+01,4.000130000000000075e-01,1.215380000000000127e-07
1.958041214942932129e+01,-1.440150000000000041e+00,-1.287150000000000035e-06,1.972345280647277832e+01,4.000150000000000095e-01,1.243390000000000124e-07
1.987812018394470215e+01,-1.560149999999999926e+00,-1.420840000000000062e-06,2.003593182563781738e+01,4.000119999999999787e-01,9.922489999999999802e-08
2.025226521492004395e+01,-1.680160000000000098e+00,-1.776719999999999991e-06,2.040805482864379883e+01,4.000150000000000095e-01,1.067090000000000061e-07
2.056447434425354004e+01,-1.800130000000000008e+00,-1.955809999999999829e-06,2.072272586822509766e+01,4.000090000000000034e-01,9.114870000000000144e-08
2.092110800743103027e+01,-1.920129999999999892e+00,-2.278349999999999963e-06,2.109236979484558105e+01,4.000190000000000135e-01,1.012890000000000013e-07
2.123835301399230957e+01,-2.040350000000000108e+00,-3.081109999999999880e-06,2.139163327217102051e+01,4.000110000000000054e-01,1.113479999999999989e-07
2.154805302619934082e+01,-2.160340000000000149e+00,-4.283379999999999806e-06,2.170483279228210449e+01,4.000090000000000034e-01,8.645739999999999966e-08
2.190639615058898926e+01,-2.280609999999999804e+00,-3.289059999999999982e-05,2.209456086158752441e+01,4.000099999999999767e-01,5.385650000000000319e-08
2.229664778709411621e+01,-2.400589999999999780e+00,-4.248340000000000054e-05,2.248477578163146973e+01,4.000159999999999827e-01,9.410939999999999433e-08
2.267204809188842773e+01,-2.520630000000000148e+00,-2.044960000000000069e-06,2.284490370750427246e+01,4.000190000000000135e-01,1.426680000000000082e-09
2.303430724143981934e+01,-2.640620000000000189e+00,-2.565059999999999968e-06,2.320644021034240723e+01,4.000119999999999787e-01,1.584079999999999973e-09
2.340813541412353516e+01,-2.760600000000000165e+00,-4.164360000000000055e-06,2.358189582824707031e+01,4.000170000000000115e-01,1.754180000000000037e-09
2.378268671035766602e+01,-2.880619999999999958e+00,-4.413479999999999628e-06,2.395271205902099609e+01,4.000199999999999867e-01,1.774879999999999976e-09
2.415578222274780273e+01,-3.000579999999999803e+00,-5.677050000000000135e-06,2.432811021804809570e+01,4.000210000000000155e-01,1.805600000000000051e-09
2.451572108268737793e+01,-2.880599999999999827e+00,-4.392720000000000016e-06,2.468618845939636230e+01,4.000230000000000175e-01,1.795090000000000054e-09
2.488916254043579102e+01,-2.760590000000000099e+00,-3.214230000000000056e-06,2.506002378463745117e+01,4.000210000000000155e-01,1.799400000000000011e-09
2.524674296379089355e+01,-2.640620000000000189e+00,-2.413439999999999885e-06,2.541802334785461426e+01,4.000170000000000115e-01,1.666530000000000034e-09
2.560769915580749512e+01,-2.520640000000000214e+00,-1.846270000000000028e-06,2.577771973609924316e+01,4.000179999999999847e-01,1.640210000000000067e-09
2.597994637489318848e+01,-2.400640000000000107e+00,-1.377959999999999933e-06,2.615097188949584961e+01,4.000179999999999847e-01,1.526509999999999933e-09
2.635455584526062012e+01,-2.280710000000000015e+00,-1.116500000000000025e-06,2.652654099464416504e+01,4.000179999999999847e-01,1.470659999999999965e-09
2.671564221382141113e+01,-2.160320000000000018e+00,-7.501420000000000212e-07,2.687181210517883301e+01,4.000179999999999847e-01,1.324180000000000074e-09
2.706113553047180176e+01,-2.040360000000000174e+00,-3.992679999999999989e-07,2.721663022041320801e+01,4.000150000000000095e-01,1.244070000000000027e-09
2.741624879837036133e+01,-1.920129999999999892e+00,-2.335759999999999999e-07,2.757422637939453125e+01,4.000179999999999847e-01,1.191479999999999902e-09
2.777621197700500488e+01,-1.800140000000000073e+00,-1.454390000000000095e-07,2.793061304092407227e+01,4.000159999999999827e-01,1.127470000000000037e-09
2.812045192718505859e+01,-1.680169999999999941e+00,-9.257729999999999876e-08,2.824539732933044434e+01,4.000150000000000095e-01,1.511550000000000017e-09
2.836900877952575684e+01,-1.560149999999999926e+00,-6.171949999999999888e-08,2.849530005455017090e+01,4.000139999999999807e-01,1.430549999999999987e-09
2.861984682083129883e+01,-1.440160000000000107e+00,-3.900709999999999861e-08,2.874418234825134277e+01,4.000170000000000115e-01,1.370469999999999921e-09
2.886827707290649414e+01,-1.320189999999999975e+00,-2.544449999999999997e-08,2.899478936195373535e+01,4.000119999999999787e-01,1.246829999999999922e-09
2.911939454078674316e+01,-1.200190000000000090e+00,-1.599430000000000049e-08,2.924368739128112793e+01,4.000130000000000075e-01,1.189729999999999985e-09
2.936684083938598633e+01,-1.080160000000000009e+00,-9.848790000000000273e-09,2.949313688278198242e+01,4.000179999999999847e-01,1.093879999999999949e-09
2.961772060394287109e+01,-9.601800000000000335e-01,-5.881559999999999695e-09,2.974182844161987305e+01,4.000150000000000095e-01,1.025509999999999905e-09
2.986928462982177734e+01,-8.401600000000000179e-01,-3.537629999999999911e-09,2.999223184585571289e+01,4.000159999999999827e-01,9.363890000000000014e-10
3.011855149269104004e+01,-7.201549999999999896e-01,-2.047049999999999874e-09,3.024120926856994629e+01,4.000159999999999827e-01,8.815410000000000477e-10
3.041307210922241211e+01,-6.001469999999999860e-01,-1.262159999999999910e-09,3.053876757621765137e+01,4.000179999999999847e-01,7.961869999999999928e-10
3.066448879241943359e+01,-4.801090000000000080e-01,-7.428050000000000007e-10,3.078798151016235352e+01,4.000199999999999867e-01,7.347230000000000487e-10
3.091262221336364746e+01,-3.600760000000000072e-01,-4.206059999999999742e-10,3.103754734992980957e+01,4.000179999999999847e-01,6.756309999999999802e-10
3.116899657249450684e+01,-2.400770000000000126e-01,-2.265449999999999916e-10,3.130032968521118164e+01,4.000190000000000135e-01,6.175760000000000189e-10
3.142549371719360352e+01,-1.200589999999999991e-01,-1.250979999999999955e-10,3.155230283737182617e+01,4.000170000000000115e-01,5.574230000000000509e-10
