# Fri Aug 25 16:37:55 2023
#  Tiempo dinamica [s], Voltaje dinamica [V], Corriente dinamica [A], Tiempo remanente [s], Voltaje remanente [V], Corriente remanente [A]
#  Vmax=5, Vmin=-5, Npos=50, Nneg=50, pw=0.1, hslV=0.4
3.948032617568969727e+00,2.800030000000000019e+00,1.864049999999999966e-06,4.118866920471191406e+00,4.000150000000000095e-01,5.695990000000000304e-09
4.306540489196777344e+00,3.000049999999999883e+00,3.297360000000000139e-06,4.479952812194824219e+00,4.000139999999999807e-01,3.460690000000000133e-08
4.668176412582397461e+00,3.200950000000000184e+00,9.236590000000000257e-08,4.793380737304687500e+00,4.000070000000000014e-01,1.176139999999999969e-07
4.947689056396484375e+00,3.400290000000000035e+00,1.006429999999999951e-05,5.120227575302124023e+00,4.000079999999999747e-01,3.833210000000000084e-08
5.308780908584594727e+00,3.600410000000000110e+00,9.285590000000000656e-06,5.482642412185668945e+00,4.000090000000000034e-01,4.218570000000000167e-08
5.669869422912597656e+00,3.799269999999999925e+00,-5.470860000000000193e-08,5.793958425521850586e+00,4.000049999999999994e-01,1.630989999999999969e-08
5.920603752136230469e+00,4.000119999999999898e+00,1.649319999999999991e-05,6.109053373336791992e+00,4.000139999999999807e-01,3.667139999999999974e-08
6.308035135269165039e+00,4.200269999999999726e+00,2.079210000000000037e-05,6.494613647460937500e+00,4.000139999999999807e-01,4.485459999999999853e-08
6.682407617568969727e+00,4.400350000000000428e+00,3.327919999999999810e-05,6.870039939880371094e+00,4.000090000000000034e-01,7.137439999999999622e-08
7.072934627532958984e+00,4.600430000000000241e+00,3.943100000000000245e-05,7.259894609451293945e+00,4.000119999999999787e-01,5.002700000000000188e-08
7.461774587631225586e+00,4.800530000000000186e+00,5.369310000000000266e-05,7.651105403900146484e+00,3.999989999999999934e-01,1.780549999999999887e-07
7.805036544799804688e+00,5.000619999999999621e+00,5.903999999999999716e-05,7.974570989608764648e+00,4.000079999999999747e-01,7.966860000000000176e-08
8.163952827453613281e+00,4.800569999999999560e+00,5.527329999999999814e-05,8.350075721740722656e+00,4.000070000000000014e-01,1.504379999999999869e-07
8.505854845046997070e+00,4.600450000000000372e+00,4.805059999999999697e-05,8.676888704299926758e+00,4.000099999999999767e-01,1.694949999999999967e-07
8.832462310791015625e+00,4.400330000000000297e+00,4.076530000000000084e-05,9.003880977630615234e+00,4.000150000000000095e-01,1.060420000000000042e-07
9.224681138992309570e+00,4.200300000000000367e+00,3.806530000000000297e-05,9.394434690475463867e+00,4.000150000000000095e-01,1.406500000000000054e-07
9.551398992538452148e+00,4.000230000000000175e+00,3.399540000000000320e-05,9.723231554031372070e+00,4.000070000000000014e-01,2.144450000000000121e-07
9.878427743911743164e+00,3.800159999999999982e+00,2.998829999999999882e-05,1.004909753799438477e+01,4.000079999999999747e-01,2.122389999999999988e-07
1.020452237129211426e+01,3.600410000000000110e+00,2.520690000000000086e-05,1.037503647804260254e+01,4.000170000000000115e-01,1.831860000000000099e-07
1.053191161155700684e+01,3.400329999999999853e+00,2.104469999999999860e-05,1.070607614517211914e+01,4.000130000000000075e-01,1.911940000000000112e-07
1.085924792289733887e+01,3.200159999999999894e+00,1.766269999999999947e-05,1.103097200393676758e+01,4.000119999999999787e-01,1.915900000000000103e-07
1.117486643791198730e+01,2.999950000000000117e+00,1.472309999999999969e-05,1.134264492988586426e+01,4.000110000000000054e-01,1.658190000000000107e-07
1.149932026863098145e+01,2.799939999999999873e+00,1.200179999999999917e-05,1.167236661911010742e+01,4.000170000000000115e-01,1.612150000000000046e-07
1.182582116127014160e+01,2.599880000000000191e+00,9.832370000000000527e-06,1.198225355148315430e+01,4.000110000000000054e-01,1.853520000000000043e-07
1.213849711418151855e+01,2.399830000000000130e+00,7.933970000000000204e-06,1.229281163215637207e+01,4.000130000000000075e-01,1.673270000000000001e-07
1.244802880287170410e+01,2.199770000000000003e+00,6.372870000000000023e-06,1.260480260848999023e+01,4.000139999999999807e-01,1.718570000000000016e-07
1.276079916954040527e+01,1.999949999999999894e+00,4.886810000000000227e-06,1.291603708267211914e+01,4.000130000000000075e-01,1.693569999999999991e-07
1.307319068908691406e+01,1.799989999999999979e+00,3.636439999999999864e-06,1.322791647911071777e+01,4.000090000000000034e-01,1.575159999999999925e-07
1.338420939445495605e+01,1.599990000000000023e+00,2.691440000000000018e-06,1.353835654258728027e+01,4.000079999999999747e-01,1.581100000000000043e-07
1.368074131011962891e+01,1.400020000000000042e+00,1.989280000000000036e-06,1.383646845817565918e+01,4.000099999999999767e-01,1.511040000000000010e-07
1.399331712722778320e+01,1.200039999999999996e+00,1.382090000000000010e-06,1.414872741699218750e+01,4.000079999999999747e-01,1.578070000000000048e-07
1.430435371398925781e+01,1.000040000000000040e+00,9.323399999999999961e-07,1.442815470695495605e+01,4.000119999999999787e-01,1.588659999999999880e-07
1.455580973625183105e+01,8.000519999999999854e-01,5.748700000000000119e-07,1.468165898323059082e+01,4.000090000000000034e-01,1.527850000000000013e-07
1.480900096893310547e+01,6.000339999999999563e-01,3.164160000000000191e-07,1.493324136734008789e+01,4.000110000000000054e-01,1.512869999999999967e-07
1.505666160583496094e+01,4.000110000000000054e-01,1.484839999999999947e-07,1.518148541450500488e+01,4.000150000000000095e-01,1.487020000000000037e-07
1.535210084915161133e+01,1.999529999999999919e-01,4.481230000000000086e-08,1.555484843254089355e+01,4.000099999999999767e-01,1.447729999999999954e-07
1.571164894104003906e+01,-3.685950000000000175e-05,-1.643179999999999903e-10,1.591319513320922852e+01,4.000090000000000034e-01,1.487730000000000048e-07
1.607079100608825684e+01,-2.000550000000000106e-01,-5.536550000000000035e-08,1.625878977775573730e+01,4.000110000000000054e-01,1.475100000000000020e-07
1.640129256248474121e+01,-4.001080000000000192e-01,-1.430479999999999982e-07,1.652839016914367676e+01,4.000170000000000115e-01,1.761939999999999960e-07
1.665160632133483887e+01,-6.001499999999999613e-01,-2.867669999999999896e-07,1.677876019477844238e+01,4.000159999999999827e-01,1.675809999999999969e-07
1.690407276153564453e+01,-8.001460000000000239e-01,-5.340970000000000212e-07,1.702872610092163086e+01,4.000170000000000115e-01,1.461489999999999940e-07
1.715530371665954590e+01,-1.000159999999999938e+00,-8.403909999999999977e-07,1.728071761131286621e+01,4.000239999999999907e-01,1.521620000000000095e-07
1.740426826477050781e+01,-1.200180000000000025e+00,-1.209110000000000058e-06,1.755855727195739746e+01,4.000259999999999927e-01,1.303479999999999970e-07
1.771388626098632812e+01,-1.400179999999999980e+00,-1.649479999999999918e-06,1.787007188796997070e+01,4.000250000000000195e-01,1.127469999999999971e-07
1.802464103698730469e+01,-1.600130000000000052e+00,-2.351390000000000199e-06,1.816726016998291016e+01,4.000259999999999927e-01,1.109410000000000006e-07
1.832209253311157227e+01,-1.800140000000000073e+00,-3.338609999999999956e-06,1.847719621658325195e+01,4.000250000000000195e-01,1.211640000000000121e-07
1.863482165336608887e+01,-2.000109999999999832e+00,-3.962439999999999792e-06,1.878998732566833496e+01,4.000119999999999787e-01,8.551009999999999488e-08
1.897695636749267578e+01,-2.200540000000000163e+00,-5.041930000000000362e-06,1.914701318740844727e+01,4.000210000000000155e-01,1.058839999999999971e-07
1.930229163169860840e+01,-2.400609999999999911e+00,-6.813960000000000063e-06,1.945713043212890625e+01,4.000199999999999867e-01,1.170779999999999979e-07
1.961362171173095703e+01,-2.600680000000000103e+00,-7.801879999999999238e-06,1.976934194564819336e+01,4.000130000000000075e-01,9.291109999999999610e-08
1.997230839729309082e+01,-2.800479999999999858e+00,-9.034370000000000714e-06,2.014590978622436523e+01,4.000219999999999887e-01,1.203380000000000020e-07
2.030171132087707520e+01,-3.000560000000000116e+00,-1.058480000000000071e-05,2.047006082534790039e+01,4.000130000000000075e-01,8.252400000000000495e-08
2.065876078605651855e+01,-3.200670000000000126e+00,-1.171170000000000003e-05,2.084448862075805664e+01,4.000170000000000115e-01,6.805880000000000325e-08
2.103228163719177246e+01,-3.400729999999999809e+00,-1.362969999999999929e-05,2.122084355354309082e+01,4.000230000000000175e-01,4.680990000000000148e-08
2.140947556495666504e+01,-3.600820000000000132e+00,-1.557819999999999935e-05,2.159665799140930176e+01,4.000159999999999827e-01,6.569549999999999425e-08
2.178605365753173828e+01,-3.800959999999999894e+00,-1.651690000000000105e-05,2.197441959381103516e+01,4.000170000000000115e-01,4.698249999999999735e-08
2.217566037178039551e+01,-4.000700000000000145e+00,-2.424900000000000110e-05,2.236126041412353516e+01,4.000159999999999827e-01,6.659459999999999997e-08
2.256352686882019043e+01,-4.200770000000000337e+00,-3.993670000000000000e-05,2.275119566917419434e+01,4.000279999999999947e-01,3.135660000000000167e-07
2.290794777870178223e+01,-4.400859999999999772e+00,-3.800789999999999909e-05,2.308167505264282227e+01,4.000310000000000255e-01,1.117370000000000032e-07
2.323592257499694824e+01,-4.600939999999999586e+00,-5.392879999999999771e-05,2.340728282928466797e+01,4.000330000000000275e-01,1.286179999999999941e-07
2.355148243904113770e+01,-4.800989999999999647e+00,-8.367569999999999576e-05,2.372325921058654785e+01,4.000230000000000175e-01,1.690530000000000117e-08
2.391178679466247559e+01,-5.001149999999999984e+00,-1.012929999999999939e-04,2.411865091323852539e+01,4.000219999999999887e-01,1.943100000000000042e-08
2.430668783187866211e+01,-4.801110000000000433e+00,-1.072349999999999990e-04,2.451138830184936523e+01,4.000190000000000135e-01,2.163549999999999875e-08
2.469981718063354492e+01,-4.601040000000000241e+00,-1.015709999999999936e-04,2.490465617179870605e+01,4.000179999999999847e-01,2.200809999999999972e-08
2.509656858444213867e+01,-4.400870000000000282e+00,-9.727530000000000020e-05,2.528485941886901855e+01,4.000170000000000115e-01,2.164300000000000064e-08
2.547574520111083984e+01,-4.200770000000000337e+00,-8.745880000000000364e-05,2.566762256622314453e+01,4.000179999999999847e-01,1.994450000000000035e-08
2.585651040077209473e+01,-4.000689999999999635e+00,-7.950639999999999487e-05,2.604940128326416016e+01,4.000159999999999827e-01,2.601029999999999899e-08
2.623705530166625977e+01,-3.800959999999999894e+00,-6.993399999999999823e-05,2.642624568939208984e+01,4.000230000000000175e-01,1.988570000000000051e-08
2.661673760414123535e+01,-3.600880000000000081e+00,-6.025360000000000194e-05,2.680706691741943359e+01,4.000210000000000155e-01,2.263110000000000139e-08
2.699688625335693359e+01,-3.400770000000000071e+00,-5.411079999999999699e-05,2.718781852722167969e+01,4.000190000000000135e-01,2.237829999999999995e-08
2.737871146202087402e+01,-3.200660000000000061e+00,-4.730689999999999933e-05,2.756960010528564453e+01,4.000139999999999807e-01,2.163379999999999947e-08
2.775749516487121582e+01,-3.000550000000000050e+00,-3.766670000000000310e-05,2.794840645790100098e+01,4.000150000000000095e-01,2.253779999999999883e-08
2.813927912712097168e+01,-2.800409999999999844e+00,-3.057899999999999979e-05,2.832873725891113281e+01,4.000099999999999767e-01,2.022140000000000133e-08
2.851711487770080566e+01,-2.600729999999999986e+00,-2.381979999999999850e-05,2.870643305778503418e+01,4.000099999999999767e-01,2.277820000000000143e-08
2.890876698493957520e+01,-2.400650000000000173e+00,-1.608250000000000060e-05,2.909798502922058105e+01,4.000090000000000034e-01,2.212670000000000053e-08
2.928730583190917969e+01,-2.200600000000000112e+00,-1.065079999999999974e-05,2.947463774681091309e+01,4.000110000000000054e-01,1.970630000000000091e-08
2.966443872451782227e+01,-2.000119999999999898e+00,-5.743939999999999592e-06,2.983839797973632812e+01,4.000119999999999787e-01,1.799839999999999856e-08
3.004127812385559082e+01,-1.800149999999999917e+00,-3.583520000000000208e-06,3.021164584159851074e+01,4.000130000000000075e-01,1.748379999999999871e-08
3.039916920661926270e+01,-1.600130000000000052e+00,-1.119860000000000024e-06,3.060410761833190918e+01,4.000210000000000155e-01,1.537349999999999866e-08
3.080581021308898926e+01,-1.400169999999999915e+00,-5.695160000000000289e-07,3.096308946609497070e+01,4.000199999999999867e-01,1.529969999999999836e-08
3.115246272087097168e+01,-1.200169999999999959e+00,-3.349069999999999959e-07,3.130880665779113770e+01,4.000150000000000095e-01,1.621330000000000066e-08
3.151154255867004395e+01,-1.000159999999999938e+00,-1.798710000000000097e-07,3.166653370857238770e+01,4.000130000000000075e-01,1.385680000000000037e-08
3.185638189315795898e+01,-8.001470000000000526e-01,-8.856669999999999857e-08,3.198099517822265625e+01,4.000099999999999767e-01,1.465979999999999936e-08
3.210631251335144043e+01,-6.001440000000000108e-01,-3.551090000000000069e-08,3.223097062110900879e+01,4.000119999999999787e-01,1.526349999999999966e-08
3.236817669868469238e+01,-4.001009999999999844e-01,-1.213429999999999934e-08,3.249192738533020020e+01,4.000139999999999807e-01,1.382590000000000041e-08
3.261704826354980469e+01,-2.000580000000000136e-01,-2.996400000000000117e-09,3.274153923988342285e+01,4.000159999999999827e-01,1.526269999999999942e-08
